ProdCode,Description,WS Size,Pack Size,Price,RRP,POR,Min Shelf Life (days),Marked as Promo,In Stock,Inner Barcode,Outer Barcode,Product Group,Category
178158,Club Lemon Contour (new),24,500ml,£16.19,£1.69,52.10,0,Y,In Stock,5391521833211	,5391521833228	,Impulse Pet Bottles, Ambient
6086,7 Up Free Contour,24,500ml,£15.49,£1.69,54.17,0,Y,In Stock,87170726	,05000368600268	,Impulse Pet Bottles, Ambient
178049,Lucozade Energy Apple Blast £1.25,12,380ml,£6.99,£1.25,44.08,0,Y,In Stock,5054267012066	,5054267502055	,Energy Drinks, Ambient
119613,Lucozade Energy Apple Blast,12,500ml,£11.99,£1.89,36.56,0,Y,Out Of Stock,5054267007086	,5054267500402	,Energy Drinks, Ambient
119984,7 Up Contour,24,500ml,£15.49,£1.69,54.17,0,Y,In Stock,40608174	,4060800305879	,Impulse Pet Bottles, Ambient
2862,Lucozade Energy Orange,12,500ml,£11.99,£1.89,36.56,0,Y,In Stock,5054267000216	,05054267400214	,Energy Drinks, Ambient
178125,Lucozade Alert Original Pmp £1.39,12,500ml,£7.49,£1.39,46.12,0,Y,In Stock,5054267011762	,5054267501751	,Energy Drinks, Ambient
120272,Lucozade Alert Tropical Burst Pmp £1.39,12,500ml,£7.49,£1.39,46.12,0,Y,In Stock,5054267011502	,5054267501492	,Energy Drinks, Ambient
178144,Lucozade Alert Tropical Can,12,500ml,£11.99,£1.49,19.53,0,N,In Stock,5054267011465	,5054267501454	,Energy Drinks, Ambient
178143,Lucozade Alert Original Can,12,500ml,£11.99,£1.49,19.53,0,N,In Stock,5054267011755	,5054267501744	,Energy Drinks, Ambient
108000,Irn Bru Energy Sugar Free Can 89p,12,330ml,£5.99,£0.89,32.70,0,Y,In Stock,5000382108504	,05000382108511	,Energy Drinks, Ambient
178145,Lucozade Alert Cherry Can,12,500ml,£11.99,£1.49,19.53,0,N,In Stock,5054267011458	,5054267501447	,Energy Drinks, Ambient
114426,Little Dragon Pre Workout Shot Fizzy Cola,24,60ml,£19.49,£1.49,34.60,0,Y,In Stock,53993472	,05099811014134	,Energy Drinks, Ambient
114855,Little Dragon Pre Workout Shot Blue Blaze,24,60ml,£19.49,£1.49,34.60,0,Y,In Stock,53993236	,05099811014523	,Energy Drinks, Ambient
178263,Energise Sport Mixed Fruit 89p,20,500ml,£10.85,£0.89,26.85,0,Y,In Stock,5391521833679	,05391521833686	,Energy Drinks, Ambient
118156,Bpm Energy Alert Mango £1.15/ 1.15,24,500ml,£12.59,£1.15,45.26,0,Y,In Stock,5060608749539	,5060608749546	,Energy Drinks, Ambient
178091,Club Loaded The Blaze,12,500ml,£8.99,£1.59,43.46,0,Y,In Stock,5391521833136	,5391521833143	,Energy Drinks, Ambient
178092,Club Loaded The Glow,12,500ml,£8.99,£1.59,43.46,0,Y,In Stock,5391521833099	,5391521833105	,Energy Drinks, Ambient
178093,Club Loaded The Rock,12,500ml,£8.99,£1.59,43.46,0,Y,In Stock,5391521833112	,5391521833129	,Energy Drinks, Ambient
7522,Lucozade Energy Orange,24,380ml,£15.29,£1.49,48.69,0,Y,In Stock,5054267000162	,05054267400160	,Energy Drinks, Ambient
178262,Energise Sport Orange 89p,20,500ml,£10.85,£0.89,26.85,0,Y,In Stock,5391521833655	,05391521833662	,Energy Drinks, Ambient
108001,Irn Bru Energy Can 99p,12,330ml,£6.69,£0.99,32.42,0,Y,In Stock,5000382108467	,05000382108474	,Energy Drinks, Ambient
118155,Bpm Energy Alert Mango,24,500ml,£13.15,£1.19,44.75,0,Y,In Stock,5060608749508	,5060608749515	,Energy Drinks, Ambient
178137,Boost Sport Mixed Berry Pm 65p,12,500ml,£4.45,£0.65,31.54,0,Y,In Stock,5056079900982	,15056079900989	,Energy Drinks, Ambient
178136,Boost Sport Orange Pm 65p,12,500ml,£4.45,£0.65,31.54,0,Y,In Stock,5056079900975	,15056079900972	,Energy Drinks, Ambient
178141,Boost Sugar Free Pm £1.39,12,1ltr,£8.69,£1.39,37.48,0,Y,In Stock,5056079900791	,15056079900798	,Energy Drinks, Ambient
178131,Boost Sugar Free Can 65p,24,250ml,£7.49,£0.65,42.38,0,Y,In Stock,5056079900623	,15056079900620	,Energy Drinks, Ambient
120273,Lucozade Alert Cherry Kick Pmp £1.39,12,500ml,£7.49,£1.39,46.12,0,Y,In Stock,5054267011496	,5054267501485	,Energy Drinks, Ambient
178140,Boost Original Pm £1.39,12,1ltr,£8.69,£1.39,37.48,0,Y,In Stock,5056079900784	,15056079900781	,Energy Drinks, Ambient
178138,Boost Sport Tropical Pm 65p,12,500ml,£4.45,£0.65,31.54,0,Y,In Stock,5056079900999	,15056079900996	,Energy Drinks, Ambient
178139,Boost Sport Citrus Pm 65p,12,500ml,£4.45,£0.65,31.54,0,Y,In Stock,5056079901002	,15056079901009	,Energy Drinks, Ambient
178129,Boost Red Berry Can 65p,24,250ml,£7.49,£0.65,42.38,0,Y,In Stock,5056079900661	,15056079900668	,Energy Drinks, Ambient
178200,Boost Juic'D Mango & Tropical £1,12,500ml,£6.19,£1.00,38.10,0,Y,In Stock,5056079900913	,15056079900910	,Energy Drinks, Ambient
178202,Boost Juic'D Pineapple & Guava £1,12,500ml,£6.19,£1.00,38.10,0,Y,In Stock,5056079900937	,15056079900934	,Energy Drinks, Ambient
809353,Boost Energy Sugar Free £1.29,12,1ltr,£7.79,£1.29,39.61,0,Y,Out Of Stock,5060255920077	,05060255920084	,Energy Drinks, Ambient
178132,Boost Mango Can 65p,24,250ml,£7.49,£0.65,42.38,0,Y,In Stock,5056079900739	,15056079900736	,Energy Drinks, Ambient
178201,Boost Juic'D Watermelon & Lime £1,12,500ml,£6.19,£1.00,38.10,0,Y,In Stock,5056079900920	,15056079900927	,Energy Drinks, Ambient
119314,Boost Can Original Pmp 59p,24,250ml,£6.79,£0.59,42.46,0,Y,In Stock,5056079900517	,15056079900514	,Energy Drinks, Ambient
107570,Boost Can Red Berry,24,250ml,£9.09,£0.85,46.53,0,N,In Stock,5056079900715	,15056079900712	,Energy Drinks, Ambient
178135,Boost Fruit Punch Can 65p,24,250ml,£7.49,£0.65,42.38,0,Y,In Stock,5056079900845	,15056079900842	,Energy Drinks, Ambient
119858,Boost Can Mango Pmp 59p,24,250ml,£6.79,£0.59,42.46,0,Y,In Stock,5056079900463	,15056079900460	,Energy Drinks, Ambient
119316,Boost Can Exotic Pmp 59p,24,250ml,£6.79,£0.59,42.46,0,Y,In Stock,5056079900531	,15056079900538	,Energy Drinks, Ambient
2285,Boost Can Original 4pk,6,4x250m,£7.49,£2.39,37.32,0,Y,In Stock,5056079900289	,15056079900286	,Energy Drinks, Ambient
100582,Boost Can Sugar Free,24,250ml,£9.09,£0.85,46.53,0,N,In Stock,5056079900302	,15056079900309	,Energy Drinks, Ambient
119317,Boost Can Citrus Pmp 59p,24,250ml,£6.79,£0.59,42.46,0,Y,In Stock,5056079900548	,15056079900545	,Energy Drinks, Ambient
178163,Boost Bottle Red Berry 95p,12,500ml,£6.79,£0.95,28.53,0,Y,In Stock,5056079900968	,15056079900965	,Energy Drinks, Ambient
109806,Mr Freeze Jubbly Strawberry Ice Lollies 8pk,6,8x62mls,£6.99,£1.99,29.75,0,Y,In Stock,5010679017198	,05010679017754	,Ice Pops, Ambient
80343,Boost Can Original,24,250ml,£9.09,£0.85,46.53,0,N,In Stock,5056079900272	,15056079900279	,Energy Drinks, Ambient
178162,Boost Bottle Original 95p,12,500ml,£6.79,£0.95,28.53,0,Y,In Stock,5056079900807	,15056079900804	,Energy Drinks, Ambient
178235,Slush Puppie Assorted Flavours Ice Pops 100pk,100,60ml,£9.49,£0.20,43.06,0,Y,In Stock,5056192406712	,5056192406422	,Ice Pops, Ambient
8382,Boost Bottle Original,12,500ml,£8.29,£1.19,30.34,0,N,In Stock,5020055100802	,5020055100819	,Energy Drinks, Ambient
8463,Boost Bottle Original,12,1ltr,£8.29,£1.69,50.95,0,Y,In Stock,5020055100772	,5020055100635	,Energy Drinks, Ambient
119846,Mr Freeze Ice Pops 20pk,12,20x20ml,£8.99,£1.49,39.66,0,Y,In Stock,5000177494591	,05000177494584	,Ice Pops, Ambient
119515,Mr Freeze Jubbly Orange Ice Lollies 8pk,6,8x62mls,£6.99,£1.99,29.75,0,Y,In Stock,5010679017211	,5010679017761	,Ice Pops, Ambient
109805,Mr Freeze Jubbly Cola Ice Lollies 8pk,6,8x62mls,£6.99,£1.99,29.75,0,Y,In Stock,5010679017235	,05010679017778	,Ice Pops, Ambient
8843,Sukie Apple & Blackcurrant Bottle,10,500ml,£3.85,£0.69,33.04,0,N,In Stock,5010386102293	,5051799003111	,Impulse Juice, Ambient
115009,Capri Sun Orange Sport,15,330ml,£8.85,£1.29,45.12,0,Y,In Stock,5449000073587	,05017726173456	,Impulse Juice, Ambient
106293,Fruice Apple Juice,12,330ml,£8.89,£1.49,40.34,0,Y,In Stock,5011020101764	,05011020203239	,Impulse Juice, Ambient
106292,Fruice Orange Juice,12,330ml,£8.89,£1.49,40.34,0,Y,In Stock,5011020101757	,05011020203222	,Impulse Juice, Ambient
178101,Mr Freeze Ice Pops Classic,140,45mls,£8.99,£0.15,48.63,0,Y,In Stock,None	,05000177496557	,Ice Pops, Ambient
4380,Schweppes Slimline Tonic Water,12,1ltr,£15.59,£1.99,21.66,0,N,In Stock,5449000064219	,5449000064226	,Mixer Drinks, Ambient
119379,Schweppes Elderflower Tonic Water,12,1ltr,£15.59,£1.99,21.66,0,N,In Stock,5449000204899	,5449000261212	,Mixer Drinks, Ambient
80838,Schweppes Soda Water,12,1ltr,£15.59,£1.99,21.66,0,N,In Stock,5449000014917	,5449000044631	,Mixer Drinks, Ambient
4054,Club Slimline Tonic,12,850ml,£7.19,£1.49,51.74,0,Y,In Stock,5011026701678	,05011026794168	,Mixer Drinks, Ambient
119711,Master Of Mixes Strawberry Cocktail Mixer,6,1lt,£28.99,£9.49,38.90,0,Y,In Stock,70491211506	,70491211506	,Mixer Drinks, Ambient
4058,Club Soda,12,850ml,£7.19,£1.49,51.74,0,Y,In Stock,5011026701647	,05011026794137	,Mixer Drinks, Ambient
115620,Bottlegreen Ginger Beer,12,275ml,£7.19,£1.09,34.04,0,Y,In Stock,5021812004869	,15021812004866	,Mixer Drinks, Ambient
80853,Schweppes Canada Dry Ginger Ale,12,1ltr,£15.59,£1.99,21.66,0,N,In Stock,5449000133465	,05449000045485	,Mixer Drinks, Ambient
4063,Club Tonic,12,850ml,£7.19,£1.49,51.74,0,Y,Out Of Stock,5391521831880	,05391521831866	,Mixer Drinks, Ambient
119713,Master Of Mixes Moijito Cocktail Mixer,6,1lt,£28.99,£9.49,38.90,0,Y,In Stock,70491225503	,20070491225507	,Mixer Drinks, Ambient
115623,Bottlegreen Crisp Apple Sparkling,12,275ml,£7.19,£1.09,34.04,0,Y,In Stock,5021812002834	,5021812002902	,Mixer Drinks, Ambient
115622,Bottlegreen Raspberry Lemonade,12,275ml,£7.19,£1.09,34.04,0,Y,In Stock,5021812004616	,25021812004610	,Mixer Drinks, Ambient
4048,Club Ginger Ale,12,850ml,£7.19,£1.49,51.74,0,Y,In Stock,5391521831873	,05011026794144	,Mixer Drinks, Ambient
101789,Vit Hit Mandarin Orange Detox,12,500ml,£12.19,£1.89,35.50,0,Y,In Stock,5034033000497	,5034033000640	,Still Impulse, Ambient
101790,Vit Hit Apple Lean & Green,12,500ml,£12.19,£1.89,35.50,0,Y,In Stock,5034033000220	,5034033000688	,Still Impulse, Ambient
115621,Bottlegreen Elderflower,12,275ml,£7.19,£1.09,34.04,0,Y,In Stock,5021812002810	,05021812002889	,Mixer Drinks, Ambient
101788,Vit Hit Dragon Fruit Immunitea,12,500ml,£12.19,£1.89,35.50,0,Y,In Stock,5034033000886	,5034033000428	,Still Impulse, Ambient
119549,Starbucks Frappuccino Coffee,8,250ml,£11.39,£2.00,28.81,0,Y,In Stock,5760466976329	,5760466976312	,Still Impulse, Ambient
119547,Starbucks Doubleshot Espresso Can,12,220ml,£15.85,£2.00,33.96,0,Y,In Stock,5730800623059	,5730800624056	,Still Impulse, Ambient
101787,Vit Hit Berry Boost,12,500ml,£12.19,£1.89,35.50,0,Y,In Stock,5034033000381	,5034033000626	,Still Impulse, Ambient
119545,Starbucks Discoveries Caramel Macchiato,10,220ml,£13.89,£2.00,30.55,0,Y,In Stock,5760466920490	,5760466920483	,Still Impulse, Ambient
119546,Starbucks Discoveries Skinny Latte Nas,10,220ml,£13.89,£2.00,30.55,0,Y,In Stock,5760466995870	,5760466995863	,Still Impulse, Ambient
119550,Starbucks Frappuccino Mocha,8,250ml,£11.39,£2.00,28.81,0,Y,In Stock,5760466976350	,5760466976336	,Still Impulse, Ambient
119543,Starbucks Discoveries Caffe Latte,10,220ml,£13.89,£2.00,30.55,0,Y,In Stock,5760466920537	,5760466920520	,Still Impulse, Ambient
178062,Ribena Strawberry Pmp £1.19,12,500ml,£7.29,£1.19,38.74,0,Y,In Stock,5054267012110	,5054267502109	,Still Impulse, Ambient
119551,Starbucks Frappuccino Vanilla,8,250ml,£11.39,£2.00,28.81,0,Y,In Stock,5760466976282	,5760466976275	,Still Impulse, Ambient
106906,Simply Fruity Orange,12,330ml,£3.99,£0.89,55.17,0,Y,In Stock,5000382018452	,05000382019985	,Still Impulse, Ambient
9436,Ribena Still Blackcurrant Light,12,500ml,£8.99,£1.59,43.46,0,Y,In Stock,5054267002340	,05054267402348	,Still Impulse, Ambient
9434,Ribena Still Blackcurrant,12,500ml,£8.99,£1.59,43.46,0,Y,In Stock,5054267002333	,05054267402331	,Still Impulse, Ambient
94343,Ribena Still Strawberry Light,12,500ml,£8.99,£1.59,43.46,0,Y,In Stock,5054267002319	,05054267402317	,Still Impulse, Ambient
117093,Ribena Still Raspberry,12,500ml,£8.99,£1.59,43.46,0,Y,In Stock,5054267009257	,05054267409255	,Still Impulse, Ambient
106907,Simply Fruity Apple & Blackberry,12,330ml,£3.99,£0.89,55.17,0,Y,In Stock,5000382018438	,05000382020011	,Still Impulse, Ambient
178063,Ribena Light Blackcurrant £1.19,12,500ml,£7.29,£1.19,38.74,0,Y,In Stock,5054267012141	,5054267502130	,Still Impulse, Ambient
178061,Ribena Blackcurrant £1.19,12,500ml,£7.29,£1.19,38.74,0,Y,In Stock,5054267012097	,5054267502086	,Still Impulse, Ambient
109495,Go Good Apple Twist,24,250ml,£14.85,£1.19,37.61,0,N,In Stock,604565310286	,15060746710016	,Still Impulse, Ambient
112355,Lipton Ice Tea Peach,12,500ml,£8.79,£1.55,43.29,0,Y,In Stock,5000118047817	,05000118047824	,Still Impulse, Ambient
112354,Lipton Ice Tea Lemon,12,500ml,£8.79,£1.55,43.29,0,Y,In Stock,5000118047794	,05000118047800	,Still Impulse, Ambient
178064,Ribena Raspberry £1.19,12,500ml,£7.29,£1.19,38.74,0,Y,In Stock,5054267012158	,5054267012103	,Still Impulse, Ambient
8259,Fruit Shoot Orange Ls,24,275ml,£10.69,£0.95,43.74,0,Y,In Stock,50412709	,05010102148178	,Still Impulse, Ambient
8262,Fruit Shoot Blackcurrant & Apple Nas,24,275ml,£10.69,£0.95,43.74,0,Y,In Stock,50412716	,05010102148871	,Still Impulse, Ambient
114624,Fuze Tea Peach Hibiscus,12,500ml,£9.75,£1.39,29.86,0,Y,In Stock,5449000236623	,05449000236609	,Still Impulse, Ambient
106297,Oasis Zero Citrus Fruit,24,500ml,£14.99,£1.25,40.04,0,Y,In Stock,5449000226464	,05449000229427	,Still Impulse, Ambient
177684,Costa Coffee Latte Can,12,250ml,£13.29,£2.00,44.63,0,Y,In Stock,5449000276025	,5017726311179	,Still Impulse, Ambient
177685,Costa Coffee Caramel Latte Can,12,250ml,£13.29,£2.00,44.63,0,Y,In Stock,5449000276018	,5017726311186	,Still Impulse, Ambient
178250,Coffee Co Barista Latte,12,250ml,£8.49,£1.39,49.10,0,Y,In Stock,5414150410544	,5414150410520	,Still Impulse, Ambient
178249,Coffee Co Barista Caramel Latte,12,250ml,£8.49,£1.39,49.10,0,Y,In Stock,5414150410551	,5414150410537	,Still Impulse, Ambient
109945,Drench Peach & Mango,12,500ml,£9.25,£1.69,45.27,0,Y,In Stock,5010102118829	,05010102223721	,Still Impulse, Ambient
178119,Boost Coffee Mocha Pm £1,12,250ml,£7.99,£1.00,33.42,0,Y,In Stock,5056079900951	,15056079900958	,Still Impulse, Ambient
109487,Boost Coffee Espresso £1,12,250ml,£7.99,£1.00,33.42,0,Y,In Stock,5056079900814	,15056079900811	,Still Impulse, Ambient
109947,Drench Pear & Blueberry,12,500ml,£9.25,£1.69,45.27,0,Y,In Stock,5010102118850	,05010102223769	,Still Impulse, Ambient
178248,Chocomel Original Can,12,250ml,£9.49,£1.39,43.11,0,Y,In Stock,5414150410575	,5414150410667	,Still Impulse, Ambient
115501,Swan Filter Tips Ultra Slim 126s,20,126,£10.89,£1.05,37.77,0,N,In Stock,5000226200852	,5000226201859	,Cigarette Accessories, Ambient
117853,Swan Fresh Burst Flavour Fusion Cards,25,1,£6.79,£0.49,33.49,0,N,In Stock,5000226000599	,5000226000605	,Cigarette Accessories, Ambient
9676,Swan Filters Extra Slim Menthol,20,120,£9.90,£1.05,43.43,0,N,In Stock,50226856	,5000226003859	,Cigarette Accessories, Ambient
114623,Fuze Tea Lemon Lemongrass,12,500ml,£9.75,£1.39,29.86,0,Y,In Stock,5449000235947	,05449000235961	,Still Impulse, Ambient
19641,Swan Filter Tips Slim 102s,20,102,£8.85,£0.89,40.34,0,N,In Stock,5000226001961	,5000226600966	,Cigarette Accessories, Ambient
117006,Swan Extra Slim Long,20,Tips,£7.69,£1.05,56.06,0,N,In Stock,5000226000346	,05000226000353	,Cigarette Accessories, Ambient
117007,Swan Extra Slim Graphite,20,20,£10.09,£1.23,50.78,0,N,In Stock,5000226000322	,05000226000339	,Cigarette Accessories, Ambient
109488,Boost Coffee Cafe Latte £1,12,250ml,£7.99,£1.00,33.42,0,Y,In Stock,5056079900821	,15056079900828	,Still Impulse, Ambient
1964,Swan Filters Extra Slim 120 S,20,120,£9.25,£1.05,47.14,0,N,In Stock,50226894	,5000226012899	,Cigarette Accessories, Ambient
117002,Swan Extra Slim Eco 200,10,10,£6.75,£1.49,45.64,0,N,In Stock,5000226000308	,05000226000315	,Cigarette Accessories, Ambient
119852,Boost Coffee Caramel Latte £1,12,250ml,£7.99,£1.00,33.42,0,Y,In Stock,5056079900838	,15056079900835	,Still Impulse, Ambient
8212,Swan Filter Tips Slimline Loose 165,12,165,£5.59,£0.95,41.16,0,N,In Stock,50226962	,5000226940963	,Cigarette Accessories, Ambient
117003,Swan Extra Slim Cool Menthol,20,20,£10.35,£0.89,30.22,0,N,In Stock,5000226000360	,05000226000377	,Cigarette Accessories, Ambient
117004,Swan Extra Slim Cool Burst,20,54,£15.59,£1.35,30.71,0,N,In Stock,5000226000285	,05000226000292	,Cigarette Accessories, Ambient
118219,Swan Filter Tips Slimline Loose 165,10,165,£4.43,£0.89,40.27,0,N,Out Of Stock,50226962	,5000226944961	,Cigarette Accessories, Ambient
5101,Rizla Silver King Size Slim Papers,50,Box,£22.49,£0.85,36.50,0,N,In Stock,54009677	,5410133831665	,Cigarette Accessories, Ambient
109496,Go Good Berry Blast,24,250ml,£14.85,£1.19,37.61,0,N,In Stock,604565310279	,15060746710009	,Still Impulse, Ambient
107873,Rizla Regular Natura Papers,50,Box,£8.79,£0.45,53.12,0,N,In Stock,54034860	,5410133833614	,Cigarette Accessories, Ambient
63261,Rizla Regular Liquorice Yellow,100,Box,£22.39,£0.55,51.15,0,N,In Stock,50939886	,5410133832693	,Cigarette Accessories, Ambient
116194,Rizla Precision Polar Blast Crushball X Slim Tips,24,60,£14.65,£1.04,29.57,0,N,In Stock,4030700123989	,4030700123996	,Cigarette Accessories, Ambient
5102,Rizla Red Cig Papers King Size,50,Box,£19.35,£0.79,41.22,0,N,In Stock,54034495	,5410133833232	,Cigarette Accessories, Ambient
1750,Rizla Red Regular Cigarette Papers,100,Box,£16.39,£0.39,49.57,0,N,In Stock,50973620	,5010891010809	,Cigarette Accessories, Ambient
107874,Rizla Natura King Size Slim Papers,50,Box,£21.69,£0.89,41.51,0,N,In Stock,54010406	,5410133831016	,Cigarette Accessories, Ambient
109316,Rizla Menthol Flavour Card Pack,25,1pk,£6.41,£0.49,37.21,0,N,In Stock,4030700129813	,04030700129820	,Cigarette Accessories, Ambient
3150,Rizla Green Cigarette Papers Regular,100,Box,£16.39,£0.39,49.57,0,N,In Stock,50973613	,5010891012407	,Cigarette Accessories, Ambient
109317,Rizla Mint Flavour Card Pack,25,1pk,£6.41,£0.49,37.21,0,N,In Stock,4030700129844	,04030700129851	,Cigarette Accessories, Ambient
106590,Rizla Menthol Ultra Slim Tips,20,120,£6.90,£0.85,51.29,0,N,In Stock,4030700115410	,4030700115427	,Cigarette Accessories, Ambient
5100,Rizla Green Cig Papers King Size,50,Box,£19.35,£0.79,41.22,0,N,In Stock,54034488	,5010891013879	,Cigarette Accessories, Ambient
4963,Rizla  Filter Tips Extra Slim,20,120 S,£7.55,£0.95,52.32,0,N,In Stock,4030700124030	,5000434003436	,Cigarette Accessories, Ambient
116475,Raw Classic Connoisseur K/s Slim +tips,24,Book,£14.58,£1.00,27.10,0,N,In Stock,716165174011	,716165174028	,Cigarette Accessories, Ambient
115962,Raw Classic Cigarette Paper K Size Slim,50,24,£14.58,£1.00,65.01,0,N,In Stock,716165177357	,716165177364	,Cigarette Accessories, Ambient
100221,Poppell Lighters Flint,45,Single,£5.99,£0.99,83.87,0,Y,In Stock,8710732226990	,14806025971027	,Cigarette Accessories, Ambient
117005,Swan Extra Slim Fresh Burst,20,54,£15.59,£1.35,30.71,0,N,Out Of Stock,5000226000261	,05000226000278	,Cigarette Accessories, Ambient
5326,Myo Cigarette Tubes Myo,5,Box,£2.79,£1.09,38.57,0,N,In Stock,5000431008953	,5410133905229	,Cigarette Accessories, Ambient
100220,Poppell Lighters Electronic,45,Single,£6.99,£1.09,82.90,0,Y,Out Of Stock,8710732226907	,14806025970013	,Cigarette Accessories, Ambient
6460,Myo Cigarette Machine Myo,5,,£13.19,£4.50,29.65,0,N,In Stock,5410133940015	,5410133880014	,Cigarette Accessories, Ambient
5329,Myo Cigarette Tubes 99p Make,5,Box,£2.86,£0.99,30.67,0,N,In Stock,5000431008984	,5000431008991	,Cigarette Accessories, Ambient
1883,Rizla Blue Papers Regular,100,Box,£17.49,£0.45,53.36,0,N,In Stock,50973606	,5410133832792	,Cigarette Accessories, Ambient
6678,Maguire&patterson Fireside Matches,12,,£7.99,£1.09,26.70,0,Y,In Stock,5011078002037	,05011078702036	,Cigarette Accessories, Ambient
120736,Lazr Electro Refillable Lighter,50,,£5.99,£1.00,85.62,0,Y,In Stock,5056376700001	,15056376700008	,Cigarette Accessories, Ambient
120737,Lazr Windproof Turbo Lighter,25,,£6.49,£1.99,84.35,0,Y,In Stock,5056376700148	,15056376700145	,Cigarette Accessories, Ambient
9406,Maguire&patterson Extra Long Matches,12,,£7.59,£1.09,30.37,0,Y,In Stock,5011078210005	,5011078230003	,Cigarette Accessories, Ambient
2250,Clipper Flint Lighters,40,Box,£23.99,£1.99,63.83,0,Y,In Stock,8412765008504	,8412765561450	,Cigarette Accessories, Ambient
6461,Rizla Rolling Machine Regular,10,,£14.89,£2.55,29.93,0,N,In Stock,5010891040219	,5010891041261	,Cigarette Accessories, Ambient
105759,Bic Lighter Electronic J38,50,Single,£33.99,£1.80,54.68,0,Y,In Stock,3086126642888	,03086128622741	,Cigarette Accessories, Ambient
4962,Rizla Slim Filter Tips,10,150 S,£3.26,£0.75,47.84,0,N,In Stock,5010891064215	,5010891064222	,Cigarette Accessories, Ambient
6146,Bic Mini Lighter Electronic J39,50,Single,£29.99,£1.50,52.02,0,Y,In Stock,3086126790442	,3086126653839	,Cigarette Accessories, Ambient
1886,Rizla Blue King Size Slim Papers,50,Box,£21.69,£0.89,41.51,0,N,In Stock,5010891010434	,5010891010496	,Cigarette Accessories, Ambient
3334,Ocean Spray Cranberry Nas,12,1ltr,£9.69,£1.99,51.31,0,Y,In Stock,031200452603	,00312000452322	,Take Home Juice, Ambient
98613,Bo Peep Matches,100,Box,£12.49,£0.39,61.57,0,Y,In Stock,50226054	,05000226100435	,Cigarette Accessories, Ambient
2124,Sqeez Pure Orange Juice,12,1ltr,£11.99,£1.75,31.49,0,Y,In Stock,5011001221115	,05011001321112	,Take Home Juice, Ambient
