ProdCode,Description,WS Size,Pack Size,Price,RRP,POR,Min Shelf Life (days),Marked as Promo,In Stock,Inner Barcode,Outer Barcode,Product Group,Category
109694,Extra Spearmint Chewing Gum Pmp Bottle 46pcs,6,46 Pce,£6.49,£2.00,35.10,0,Y,In Stock,4009900497503	,04009900497497	,Chewing Gum, Ambient
119781,Extra Refreshers Tropical Chewing Gum Box 7pcs,16,7 Piece,£5.69,£0.59,27.67,0,Y,In Stock,4009900537339	,4009900537322	,Chewing Gum, Ambient
3444,Extra Strawberry Chewing Gum Sugar Free 10 Pieces,30,10pce,£9.29,£0.55,32.44,0,Y,In Stock,42112907	,04009900394925	,Chewing Gum, Ambient
2153,Extra Spearmint Chewing Gum Sugar Free 10 Pieces,30,10 Pce,£9.29,£0.55,32.44,0,Y,In Stock,50173686	,04009900014076	,Chewing Gum, Ambient
101736,Extra Spearmint Chewing Gum Bottle 60pcs,6,60 Pce,£9.69,£2.45,20.90,0,Y,In Stock,4009900482776	,4009900482783	,Chewing Gum, Ambient
109403,Extra Refreshers Spearmint Gum Handy Box 7pcs,16,7 Piece,£5.69,£0.59,27.67,0,Y,Out Of Stock,4009900534437	,4009900534420	,Chewing Gum, Ambient
177982,Extra Refreshers Bubblemint Gum Bottle 30pcs,6,30 Piece,£8.99,£2.19,17.90,0,Y,In Stock,4009900536721	,4009900536714	,Chewing Gum, Ambient
109404,Extra Refreshers Peppermint Gum Handy Box 7pcs,16,7 Piece,£5.69,£0.59,27.67,0,Y,In Stock,4009900534468	,4009900534451	,Chewing Gum, Ambient
119778,Extra Refreshers Peppermint Gum Bottle 30pcs,6,30 Piece,£8.99,£2.19,17.90,0,Y,In Stock,4009900535861	,4009900535854	,Chewing Gum, Ambient
109402,Extra Refreshers Bubblemint Gum Handy Box 7pcs,16,7 Piece,£5.69,£0.59,27.67,0,Y,In Stock,4009900534499	,4009900534482	,Chewing Gum, Ambient
13262,Extra Ice Peppermint Chewing Gum Sugar Free 10pcs,30,10 Pce,£9.99,£0.65,38.52,0,Y,In Stock,42211464	,4009900458023	,Chewing Gum, Ambient
13263,Extra Ice Spearmint Chewing Gum Sugar Free 10pcs,30,10 Pce,£9.99,£0.65,38.52,0,Y,In Stock,42211488	,04009900458061	,Chewing Gum, Ambient
110235,Extra Ice Peppermint Chewing Gum Bottle 46pcs,6,46 Pce,£7.69,£2.00,23.10,0,Y,In Stock,4009900454087	,04009900454094	,Chewing Gum, Ambient
117018,Extra Cool Breeze Chewing Gummultipack 3x9pcs,20,3pk,£13.49,£1.00,19.06,0,Y,In Stock,4009900531887	,04009900531870	,Chewing Gum, Ambient
178036,Extra Blueberry Chewing Gum Sugar Free 10 Pieces,30,10 Pce,£9.29,£0.55,32.44,0,Y,In Stock,42181811	,4009900436076	,Chewing Gum, Ambient
117017,Extra Peppermint Chewing Gum Multipack 3x9pcs,20,3pk,£13.49,£1.00,19.06,0,Y,In Stock,4009900531917	,04009900531900	,Chewing Gum, Ambient
117020,Airwaves Menthol & Eucalyptus Gum Multipack 3x9pcs,20,3pk,£14.99,£1.00,10.06,0,Y,In Stock,4009900532457	,04009900532440	,Chewing Gum, Ambient
119780,Extra Refreshers Tropical Chewing Gum Bottle 30pcs,6,30 Piece,£8.99,£2.19,17.90,0,Y,In Stock,4009900537308	,4009900537292	,Chewing Gum, Ambient
1336,Airwaves Menthol & Eucalyptus Gum Bottle 46pcs,6,46 Pce,£7.69,£2.00,23.10,0,Y,In Stock,4009900426039	,4009900426046	,Chewing Gum, Ambient
109693,Extra Peppermint Chewing Gum Pmp Bottle 46pcs,6,46 Pce,£6.49,£2.00,35.10,0,Y,In Stock,4009900483513	,04009900483506	,Chewing Gum, Ambient
80571,Airwaves Menthol & Eucalyptus Chewing Gum 10pcs,30,10 Pce,£9.99,£0.65,38.52,0,Y,In Stock,50173167	,04009900022170	,Chewing Gum, Ambient
1320,Extra Peppermint Chewing Gum Sugar Free 10 Pieces,30,10 Pce,£9.29,£0.55,32.44,0,Y,In Stock,40099361	,04009900001823	,Chewing Gum, Ambient
103203,Airwaves Extreme Sugar Free Chewing Gum 10 Pieces,30,10 Pce,£9.99,£0.65,38.52,0,Y,In Stock,42189633	,4009900454681	,Chewing Gum, Ambient
7417,Airwaves Cherry Menthol Chewing Gum 10pcs,30,10 Pce,£9.99,£0.65,38.52,0,Y,In Stock,42102120	,04009900386647	,Chewing Gum, Ambient
4270,Airwaves Blackcurrant Chewing Gum Sugar Free 10pcs,30,10 Pce,£9.99,£0.65,38.52,0,Y,In Stock,42070047	,04009900376570	,Chewing Gum, Ambient
178035,Extra Apple Chewing Gum Sugar Free 10 Pieces,30,10 Pce,£9.29,£0.55,32.44,0,Y,In Stock,40099002	,4009900527071	,Chewing Gum, Ambient
178146,Dulcesol Mini Burger Buns 8 Pack,12,190gm,£10.99,£1.75,47.67,0,Y,In Stock,8410087366258	,38410087366259	,Bread, Ambient
119824,Dulcesol Maxi Burger Buns Sesame Seeds 4 Pack,7,300gm,£7.69,£1.75,37.22,0,Y,In Stock,8410087363325	,18410087363322	,Bread, Ambient
119825,Dulcesol Hot Dog Buns 4 Pack,8,250gm,£7.49,£1.75,46.50,0,Y,In Stock,8410087401171	,18410087401178	,Bread, Ambient
4189,Airwaves Black Mint Sugar Free Chewing Gum 10pcs,30,10 Pce,£9.99,£0.65,38.52,0,Y,In Stock,42101925	,4009900393065	,Chewing Gum, Ambient
119779,Extra Refreshers Spearmint Chewing Gum Bottle 30pc,6,30 Piece,£8.99,£2.19,17.90,0,N,In Stock,4009900535892	,4009900535885	,Chewing Gum, Ambient
119826,Dulcesol Croissants Choc Filled 5 Pack,8,225gm,£7.99,£1.69,40.90,0,Y,In Stock,8410087124407	,18410087124404	,Bread, Ambient
101735,Extra Peppermint Chewing Gum Bottle 60pcs,6,60 Pce,£9.69,£2.45,20.90,0,Y,In Stock,4009900482806	,4009900482813	,Chewing Gum, Ambient
119823,Dulcesol Brioche Burger Buns 4 Pack,7,370gm,£7.69,£1.69,35.00,0,Y,In Stock,8410087363004	,28410087363008	,Bread, Ambient
6172,Extra Cool Breeze Chewing Gum Sugar Free 10 Pieces,30,10pce,£9.29,£0.55,32.44,0,Y,In Stock,42070719	,04009900368384	,Chewing Gum, Ambient
913055,Craigs Plain Tortilla Wraps,14,6,£17.39,£2.00,37.89,0,N,In Stock,5014035500010	,91000017809761	,Bread, Ambient
913056,Craigs Wholemeal Tortilla Wraps,14,6,£17.19,£2.00,38.61,0,N,In Stock,5014035500409	,91000017063061	,Bread, Ambient
116479,Mr Kipling 6 Bramley Apple Pies,8,360gm,£13.29,£2.49,33.28,0,Y,In Stock,5000221002338	,05000221552147	,Cakes, Ambient
119821,Dulcesol Burger Buns Sesame Seeds 6 Pack,8,300gm,£8.19,£1.69,39.42,0,Y,Out Of Stock,8410087362946	,18410087362943	,Bread, Ambient
116481,Mr Kipling 6 Viennese Whirls,10,272gm,£16.59,£2.49,33.37,0,Y,In Stock,5000221604549	,05000221500452	,Cakes, Ambient
113453,Airwaves Menthol & Eucalyptus Gum Bottle Pmp 46pcs,6,46 Pce,£6.49,£2.00,35.10,0,Y,In Stock,4009900517348	,04009900517331	,Chewing Gum, Ambient
117077,Mcvities Galaxy Caramel Cake Bar 5pk,12,130gm,£10.29,£1.25,31.40,0,Y,In Stock,5000168096292	,05000168106229	,Cakes, Ambient
116480,Mr Kipling 6 Cherry Bakewells,10,320gm,£16.59,£2.49,33.37,0,Y,In Stock,5000221001386	,05000221041382	,Cakes, Ambient
117078,Mcvities Jaffa Cakes 5 Mini Rolls,12,132gm,£9.89,£1.00,17.58,0,Y,In Stock,5000168022338	,05000168022321	,Cakes, Ambient
117580,Slemish Iced Diamonds,6,250g,£11.29,£2.79,32.56,0,N,Out Of Stock,5014035903026	,5014035001029	,Cakes, Ambient
119967,Maltesers Cake Bar 5pk,12,158.8gm,£10.29,£1.25,31.40,0,Y,In Stock,5056357902349	,5056357902332	,Cakes, Ambient
4536,Mcvities Jaffa Cakes 5 Cake Bars,12,5 S,£9.49,£1.45,45.46,0,Y,In Stock,5000168003702	,5000168145624	,Cakes, Ambient
116172,Gateaux Raspberry Swiss Roll,12,185gm,£15.55,£1.59,18.50,0,N,Out Of Stock,5011004003008	,05011098503040	,Cakes, Ambient
4535,Mcvities Galaxy Cake Bar 5pk,12,144gm,£10.29,£1.25,31.40,0,Y,In Stock,5000168085913	,5000168106076	,Cakes, Ambient
115038,Fibre One Lemon Drizzle 5pk,5,120gm,£6.79,£2.99,54.58,0,Y,In Stock,8410076621085	,08410076721679	,Cakes, Ambient
115037,Fibre One Chocolate Fudge Brownie 5pk,5,120gm,£6.79,£2.99,54.58,0,Y,In Stock,8410076621030	,8410076721600	,Cakes, Ambient
119831,Dulcesol Truffle Cakes Cream Filling 5 Pack,8,225gm,£7.29,£1.45,37.16,0,Y,In Stock,8410087520735	,18410087520732	,Cakes, Ambient
114462,Food Connections Double Chocolate Top Muffins,16,105g,£9.29,£1.00,41.94,0,Y,In Stock,5027870204883	,05027870204913	,Cakes, Ambient
119827,Dulcesol Black Red Velvet Cakes Raspberry 5 Pack,8,175gm,£7.29,£1.45,37.16,0,Y,In Stock,8410087147697	,38410087147698	,Cakes, Ambient
119829,Dulcesol Black Tiramisu Cakes Mascarpone 5 Pack,8,225gm,£7.29,£1.45,37.16,0,Y,In Stock,8410087149059	,18410087149056	,Cakes, Ambient
115039,Fibre One Salted Caramel 5pk,5,120gm,£6.79,£2.99,54.58,0,Y,In Stock,8410076620996	,08410076721563	,Cakes, Ambient
178151,Dulcesol Palmier Puff Pastry 16 Pack,13,180gm,£12.30,£1.35,29.91,0,Y,In Stock,8410087004020	,18410087004027	,Cakes, Ambient
114864,Food Connections Mixed Case Cookies,18,Mixed,£9.49,£1.00,47.28,0,Y,In Stock,5027870203985	,05027870204135	,Cakes, Ambient
119830,Dulcesol Black Hazelnut Cake Slices 5 Pack,8,225gm,£7.29,£1.45,37.16,0,Y,In Stock,8410087520117	,18410087520114	,Cakes, Ambient
6417,Mcvities Jamaica Ginger Cake,8,342gm,£6.29,£1.75,55.07,0,Y,In Stock,5000168001814	,05000168026220	,Cakes, Ambient
119832,Dulcesol Black Angel Cake Slices 5 Pack,7,190gm,£6.39,£1.45,37.04,0,Y,In Stock,8410087521886	,18410087521883	,Cakes, Ambient
119828,Dulcesol Black Cheese Cake Slices Blueberry 5 Pack,8,225gm,£7.29,£1.45,37.16,0,Y,In Stock,8410087147673	,38410087147674	,Cakes, Ambient
913042,Craigs Plain Maderia Buns,12,9,£10.99,£1.50,38.94,0,N,In Stock,5014035003269	,5014035920023	,Cakes, Ambient
913044,Craigs Choc Chip Queen Buns,12,9,£10.99,£1.50,38.94,0,N,In Stock,5014035100135	,5014035920047	,Cakes, Ambient
116690,Twix White Chocolate Biscuit Fingers 9 X 23g,13,207gm,£13.99,£2.25,42.61,0,Y,In Stock,5000159516587	,5000159516570	,Countline Biscuits, Ambient
113515,Jamaica Ginger Cake £1,8,185gm,£6.59,£1.00,17.63,0,N,In Stock,5000168197296	,05000168197289	,Cakes, Ambient
1629,Tunnocks Teacakes 6 S,12,6,£10.99,£1.30,29.55,0,Y,In Stock,5010975030020	,05010975070026	,Countline Biscuits, Ambient
5821,Tunnocks Teacakes 10 S,16,10,£22.99,£1.99,27.80,0,Y,In Stock,5010975070408	,05010975070484	,Countline Biscuits, Ambient
119305,Twix Salted Caramel Chocolate Biscuit 9x23g,13,9 S,£11.99,£1.98,44.10,0,Y,In Stock,5000159529044	,05000159529037	,Countline Biscuits, Ambient
5171,Tunnocks Snowballs 4 S,12,4,£6.69,£0.79,29.43,0,Y,In Stock,5010975040029	,05010975088113	,Countline Biscuits, Ambient
114559,Tunnocks Dreams 4pk,12,120gm,£11.09,£1.39,33.51,0,N,In Stock,5010975040050	,05010975040104	,Countline Biscuits, Ambient
6850,Twix Chocolate Biscuit Fingers Multipack 6x23g,13,6,£9.09,£1.20,30.08,0,Y,In Stock,5000159430678	,05000159430685	,Countline Biscuits, Ambient
178147,Dulcesel Assortment Cakes Tray 8 Pack Surtido,9,350g,£14.25,£2.19,27.70,0,Y,In Stock,8410087017013	,58410087017018	,Cakes, Ambient
58202,Tunnocks Caramel Wafers 8 S,20,8,£22.99,£1.89,27.02,0,Y,In Stock,5010975070095	,05010975010183	,Countline Biscuits, Ambient
101558,Toffee Crisp Milk Choc Biscuit Bar 18.7g 7 Pack,24,130.9gm,£16.59,£1.85,55.16,0,Y,In Stock,7613032763350	,7613034477149	,Countline Biscuits, Ambient
51711,Tunnocks Snowballs 6 S,20,6,£15.99,£1.15,30.48,0,Y,In Stock,5010975040012	,05010975088120	,Countline Biscuits, Ambient
177973,Skinny Whip Strawberry,10,5x25gm,£7.39,£1.19,25.48,0,Y,In Stock,5056150601296	,15056315500447	,Countline Biscuits, Ambient
177975,Skinny Whip Orange,10,5x25gm,£7.39,£1.19,25.48,0,Y,In Stock,5056315500389	,15056315500454	,Countline Biscuits, Ambient
177974,Skinny Whip Mint & Dark Choc Snack Bars 5 Pk,10,5x25gm,£7.39,£1.19,25.48,0,Y,In Stock,5056315500099	,15056315500461	,Countline Biscuits, Ambient
177972,Skinny Whip Double Chocolate,10,5x25gm,£7.39,£1.19,25.48,0,Y,In Stock,5056150601289	,15056315500485	,Countline Biscuits, Ambient
177971,Skinny Whip Toffee & Chocolate Snack Bars 5 Pack,10,5x25gm,£7.39,£1.19,25.48,0,Y,In Stock,5056150601302	,15056315500478	,Countline Biscuits, Ambient
178191,Skinny Dream Salted Caramel 5pk,10,5x25gm,£11.19,£1.69,20.54,0,Y,In Stock,5056315500495	,15056315500492	,Countline Biscuits, Ambient
177703,Skinny Dream Rocky Road Bars 5 Pack,10,5x20gm,£11.19,£1.69,20.54,0,Y,In Stock,5056315500259	,15056315500263	,Countline Biscuits, Ambient
119969,Skinny Dream Peanut 5pk,10,5x24gm,£11.19,£1.69,20.54,0,Y,In Stock,5056315500280	,5056315500297	,Countline Biscuits, Ambient
178188,Skinny Dark Chocolate Crunch & Raspberry,10,5x22gm,£8.59,£1.39,25.84,0,Y,In Stock,5056315500648	,15056315500645	,Countline Biscuits, Ambient
119968,Skinny Dream Toffee 5pk,10,5x20gm,£11.19,£1.69,20.54,0,Y,In Stock,5056315500310	,5056315500327	,Countline Biscuits, Ambient
120343,Skinny Crunch Peanut Butter,10,5x20gm,£7.39,£1.19,25.48,0,Y,In Stock,5056315500006	,5056315500020	,Countline Biscuits, Ambient
119671,Skinny Crunch Dark Chocolate & Mint,10,5x19gm,£7.39,£1.19,25.48,0,Y,In Stock,5056315500358	,15056315500362	,Countline Biscuits, Ambient
119670,Skinny Crunch Chocolate Orange,10,5x20gm,£7.39,£1.19,25.48,0,Y,In Stock,5056315500204	,5056315500211	,Countline Biscuits, Ambient
120345,Skinny Chocolate Crunch Honeycomb,10,5x22gm,£8.59,£1.39,25.84,0,Y,In Stock,5056315500532	,15056315500539	,Countline Biscuits, Ambient
119672,Skinny Crunch Sticky Toffee,10,5x20gm,£7.39,£1.19,25.48,0,Y,In Stock,5056315500013	,5056315500037	,Countline Biscuits, Ambient
5811,Tunnocks Caramel Wafers 5 S,30,5 S,£21.49,£1.15,25.25,0,Y,In Stock,5010975075182	,05010975010190	,Countline Biscuits, Ambient
178216,Kitkat 2 Finger White Chocoolate 9pk,25,186gm,£28.49,£2.37,42.30,0,Y,In Stock,7613287872258	,8445290182227	,Countline Biscuits, Ambient
113979,Food Connections Topped Mixed Case Muffins,16,105g,£9.29,£1.00,41.94,0,Y,Out Of Stock,None	,05027870202643	,Cakes, Ambient
109436,Kitkat 2 Finger Dark Mint 9 Pack,26,186.3gm,£28.49,£2.37,44.52,0,Y,Out Of Stock,7613036099363	,7613036099370	,Countline Biscuits, Ambient
113717,Nestle Breakaway 8pack,28,8x 18gm,£35.79,£1.95,21.34,0,N,In Stock,7613035884854	,07613035884861	,Countline Biscuits, Ambient
119684,Kitkat 2 Finger Honeycomb 9 Pack,26,186.3gm,£28.49,£2.37,44.52,0,Y,Out Of Stock,7613287108012	,7613287108029	,Countline Biscuits, Ambient
178220,Kitkat 2 Finger Dark Mint Chocolate 9pk,25,186gm,£28.49,£2.37,42.30,0,Y,In Stock,7613036099363	,8445290182203	,Countline Biscuits, Ambient
120344,Skinny Chocolate Crunch Fruit & Nut,10,5x24gm,£8.59,£1.39,25.84,0,Y,In Stock,5056315500556	,15056315500553	,Countline Biscuits, Ambient
178218,Kitkat 2 Finger Honeycomb Chocolate 9pk,25,186gm,£28.49,£2.37,42.30,0,Y,In Stock,7613287108012	,8445290182210	,Countline Biscuits, Ambient
1712,Kitkat 2 Finger 5 Pk Pmp £1,18,103.5gm,£10.19,£1.00,32.07,0,Y,In Stock,7613035219847	,07613035219854	,Countline Biscuits, Ambient
58203,Tunnocks Caramel Log 5 Pack,30,5,£21.49,£1.15,25.25,0,Y,In Stock,5010975075106	,05010975050110	,Countline Biscuits, Ambient
178203,Kitkat 2 Finger Milk Chocolate 9pk,25,186gm,£28.49,£2.37,42.30,0,Y,In Stock,7613036099400	,8445290182135	,Countline Biscuits, Ambient
109437,Kitkat 2 Finger Dark Choc 9 Pack,26,186.3gm,£28.49,£2.37,44.52,0,Y,Out Of Stock,7613036099387	,7613036099394	,Countline Biscuits, Ambient
113510,Blue Riband 6 Pack Pmp £1.00,14,6x18gm,£7.99,£1.00,31.51,0,Y,In Stock,7613036400909	,07613036563093	,Countline Biscuits, Ambient
106589,Blue Riband 8-pack,28,8x18gm,£35.79,£1.95,21.34,0,N,In Stock,7613036434348	,07613036564809	,Countline Biscuits, Ambient
113511,Breakaway 6 Pack Pmp £1.00,14,6x19gm,£7.99,£1.00,31.51,0,Y,In Stock,7613035845169	,07613035845176	,Countline Biscuits, Ambient
178204,Kit Kat 2 Finger Milk 6pk,25,124gm,£19.09,£1.19,23.00,0,Y,In Stock,7613036112918	,8445290182258	,Countline Biscuits, Ambient
119254,Ferrero Rocher Dark Large Bar,16,90gm,£16.59,£2.00,37.79,0,Y,In Stock,8000500359815	,8000500372869	,Large Block Choc Bars, Ambient
119250,Ferrero Rocher Milk Large Bar,16,90gm,£16.59,£2.00,37.79,0,Y,In Stock,8000500359488	,8000500372814	,Large Block Choc Bars, Ambient
116601,Cadbury Oreo Sandwich £1 Pmp,15,96gm,£10.39,£1.00,16.88,0,Y,In Stock,7622210589941	,07622210589934	,Large Block Choc Bars, Ambient
177679,Cadbury Oreo White,17,120gm,£12.49,£1.75,49.62,0,Y,Out Of Stock,7622201121037	,7622201121020	,Large Block Choc Bars, Ambient
114468,Cadbury Wholenut Large Bar,16,120gm,£11.79,£1.75,49.47,0,Y,In Stock,7622300735951	,07622210832467	,Large Block Choc Bars, Ambient
114822,Cadbury Wholenut Large Bar,14,180gm,£18.59,£2.49,36.01,0,Y,In Stock,7622201149574	,7622201149550	,Large Block Choc Bars, Ambient
1052,Cadbury Mint Crisp Irish,48,53gm,£30.79,£1.20,35.85,0,Y,In Stock,5034660004042	,5034660004059	,Large Block Choc Bars, Ambient
119533,Cadbury White Oreo Chocolate £1,17,120gm,£11.69,£1.00,17.48,0,Y,Out Of Stock,7622201442880	,7622201442866	,Large Block Choc Bars, Ambient
117788,Cadbury White Large Bar,24,90gm,£17.59,£1.75,49.74,0,Y,In Stock,7622201783037	,7622201783013	,Large Block Choc Bars, Ambient
114450,Cadbury Fruit & Nut £1,22,95gm,£15.19,£1.00,17.15,0,Y,In Stock,7622210497420	,07622210788610	,Large Block Choc Bars, Ambient
106864,Cadbury Dark Milk Salted Caramel,16,85gm,£11.09,£1.49,44.18,0,Y,In Stock,7622210890306	,07622210860972	,Large Block Choc Bars, Ambient
114823,Cadbury Fruit & Nut Large Bar,15,180gm,£19.89,£2.49,36.10,0,Y,In Stock,7622201149611	,7622201149598	,Large Block Choc Bars, Ambient
178073,Cadbury Dark Milk Hazelnut,16,85gm,£11.09,£1.49,44.18,0,Y,In Stock,7622201638696	,7622201638672	,Large Block Choc Bars, Ambient
115041,Cadbury Oreo Sandwich,15,96gm,£10.99,£1.75,49.76,0,Y,In Stock,7622210949813	,07622210951144	,Large Block Choc Bars, Ambient
114466,Cadbury Fruit & Nut Large Bar,18,95gm,£13.19,£1.75,49.75,0,Y,In Stock,7622210644800	,07622210832474	,Large Block Choc Bars, Ambient
106862,Cadbury Dark Milk Almond,16,85gm,£11.09,£1.49,44.18,0,Y,Out Of Stock,7622210890252	,07622210861016	,Large Block Choc Bars, Ambient
114953,Cadbury Dairy Milk With Daim £1,18,120gm,£12.39,£1.00,17.40,0,Y,In Stock,7622210431769	,07622210866592	,Large Block Choc Bars, Ambient
106863,Cadbury Dark Milk Original,16,85gm,£11.09,£1.49,44.18,0,Y,In Stock,7622210890214	,07622210861023	,Large Block Choc Bars, Ambient
114444,Cadbury Dairy Milk With Oreo £1,17,120gm,£11.69,£1.00,17.48,0,Y,In Stock,7622210431646	,07622210766274	,Large Block Choc Bars, Ambient
120228,Cadbury Dairy Milk Large Bar Liverpool,14,360gm,£30.00,£7.00,63.27,0,Y,In Stock,7622201497354	,7622201497347	,Large Block Choc Bars, Ambient
120227,Cadbury Dairy Milk Large Bar Man United,14,360gm,£30.00,£7.00,63.27,0,Y,In Stock,7622201497187	,7622201497170	,Large Block Choc Bars, Ambient
809504,Cadbury Dairy Milk Chocolate Bar Large Block,14,360gm,£28.99,£4.00,37.88,0,Y,Out Of Stock,7622210379801	,07622210549730	,Large Block Choc Bars, Ambient
106941,Cadbury Crunchie Large Bar,16,180gm,£21.19,£2.49,36.17,0,Y,Out Of Stock,7622201148973	,7622201148959	,Large Block Choc Bars, Ambient
114451,Cadbury Dairy Milk Chopped Nut Bar £1,22,95gm,£15.19,£1.00,17.15,0,Y,In Stock,7622210644473	,07622210789006	,Large Block Choc Bars, Ambient
120155,Cadbury Caramilk Bar Pmp £1,26,80gm,£17.99,£1.00,16.97,0,Y,In Stock,7622201816230	,7622201816216	,Large Block Choc Bars, Ambient
114453,Cadbury Dairy Milk Bar £1,22,95gm,£15.19,£1.00,17.15,0,Y,In Stock,7622210497383	,07622210789044	,Large Block Choc Bars, Ambient
5979,Cadbury Dairy Milk With Oreo,17,120gm,£12.49,£1.75,49.62,0,Y,In Stock,7622300754136	,07622210766267	,Large Block Choc Bars, Ambient
120154,Cadbury Caramilk Large Bar,24,90gm,£17.59,£1.75,49.74,0,Y,Out Of Stock,7622201800475	,7622201800451	,Large Block Choc Bars, Ambient
114820,Cadbury Dairy Caramel Large Bar,17,180gm,£22.49,£2.49,36.24,0,Y,In Stock,7622201770433	,7622201770426	,Large Block Choc Bars, Ambient
115078,Cadbury Caramel Large Bar,16,120gm,£11.79,£1.75,49.47,0,Y,In Stock,7622300737931	,07622210832481	,Large Block Choc Bars, Ambient
114452,Cadbury Caramel Bar £1,16,120gm,£11.09,£1.00,16.83,0,Y,In Stock,7622300737900	,07622210789020	,Large Block Choc Bars, Ambient
116602,Cadbury Bournville £1 Pmp,18,100gm,£12.49,£1.00,16.73,0,Y,In Stock,7622210594662	,07622210598851	,Large Block Choc Bars, Ambient
114821,Cadbury Dairy Milk Large Bar,17,180gm,£22.49,£2.49,36.24,0,Y,In Stock,7622201148782	,7622201148768	,Large Block Choc Bars, Ambient
109232,Cadbury Bournville Orange,18,100gm,£12.49,£1.75,52.42,0,Y,In Stock,7622210696304	,07622210696359	,Large Block Choc Bars, Ambient
109360,Cadbury Bournville Old Jamaica Pm £1,18,100gm,£12.49,£1.00,16.73,0,Y,Out Of Stock,7622201120757	,07622201120733	,Large Block Choc Bars, Ambient
178291,Aero White Milk Chocolate Block,15,90gm,£9.49,£1.29,41.15,0,Y,In Stock,8445290281210	,8445290281227	,Large Block Choc Bars, Ambient
178290,Aero White Milk Chocolate Block Pmp £1.00,15,90gm,£9.59,£1.00,23.28,0,Y,In Stock,8445290281241	,8445290281234	,Large Block Choc Bars, Ambient
109979,Aero Peppermint Block,15,90gm,£8.49,£1.29,47.35,0,Y,In Stock,7613039869123	,7613039869130	,Large Block Choc Bars, Ambient
1464,Aero Orange Large Block Pmp £1,15,90gm,£9.59,£1.00,23.28,0,Y,In Stock,7613039869307	,07613039869314	,Large Block Choc Bars, Ambient
119814,Aero Dark & Milk Block Pmp £1.00,15,90gm,£9.59,£1.00,23.28,0,Y,In Stock,8593893774858	,8593893774865	,Large Block Choc Bars, Ambient
1616,Aero Peppermint Block Pmp £1.00,15,90gm,£9.59,£1.00,23.28,0,Y,In Stock,7613039869048	,7613039869055	,Large Block Choc Bars, Ambient
109416,Aero Milk Caramel Block Pmp £1.00,15,90gm,£9.59,£1.00,23.28,0,Y,In Stock,7613039869611	,7613039869628	,Large Block Choc Bars, Ambient
119350,Aero Caramel Block,15,90gm,£8.49,£1.29,47.35,0,Y,Out Of Stock,7613039869505	,7613039869512	,Large Block Choc Bars, Ambient
1613,Aero Milk Chocolate Block Pmp £1.00,15,90gm,£9.59,£1.00,23.28,0,Y,In Stock,7613039869185	,7613039869192	,Large Block Choc Bars, Ambient
109978,Aero Milk Chocolate Block,15,90gm,£8.49,£1.29,47.35,0,Y,In Stock,7613034599599	,07613034599605	,Large Block Choc Bars, Ambient
114465,Cadbury Dairy Milk Large Bar,21,110gm,£15.39,£1.75,49.75,0,Y,In Stock,7622300845759	,07622210787972	,Large Block Choc Bars, Ambient
119304,Toblerone Chocolate Selection Giftbox,5,200gm,£13.99,£5.00,32.85,0,Y,In Stock,7622201144296	,7622201426347	,Box Chocolates, Ambient
100046,Cadbury Dairy Milk With Daim,18,120gm,£13.19,£1.75,49.75,0,Y,In Stock,7622210154125	,07622210832450	,Large Block Choc Bars, Ambient
74181,Quality Street Cool Mint Matchmakers Box,10,120gm,£12.49,£2.50,40.05,0,Y,In Stock,7613036193047	,07613036193054	,Box Chocolates, Ambient
119815,Aero Dark & Milk Block,15,90gm,£8.49,£1.29,47.35,0,Y,Out Of Stock,8593893774735	,8593893774742	,Large Block Choc Bars, Ambient
119386,Quality Street Intrigue Salted Caramel Truffles,6,200gm,£14.99,£5.00,40.04,0,Y,Out Of Stock,8000300398892	,8000300398885	,Box Chocolates, Ambient
113883,Thorntons Classic Collection,6,262gm,£28.49,£7.99,28.69,0,N,In Stock,5016346516766	,15016346516763	,Box Chocolates, Ambient
113813,Terrys Chocolate Orange Dark Ball,12,157gm,£13.49,£4.00,66.28,0,Y,Out Of Stock,3664346304962	,3664346248754	,Box Chocolates, Ambient
3274,Toblerone Milk Chocolate Bar,20,100gm,£17.29,£2.00,48.13,0,Y,In Stock,7614500010013	,07614500210017	,Box Chocolates, Ambient
115335,Maltesers Truffles Chocolate Gift Box,4,200gm,£9.49,£5.50,48.24,0,Y,In Stock,5000159514194	,05000159514187	,Box Chocolates, Ambient
115332,Quality Street Zingy Orange Matchmakers Box,10,120gm,£12.49,£2.50,40.05,0,Y,In Stock,7613036193061	,07613036193078	,Box Chocolates, Ambient
120087,Lindt Lindor Orange Chocolate Truffles Box Cornet,8,200gm,£24.69,£6.50,43.02,0,Y,Out Of Stock,8003340097145	,8003340597140	,Box Chocolates, Ambient
105111,Quality Street Carton Box Chocolates,6,240gm,£10.15,£3.49,41.83,0,Y,In Stock,7613036881340	,07613036881357	,Box Chocolates, Ambient
102293,Lindt Lindor Milk Chocolate Truffles Box Cornet,8,200gm,£24.69,£6.50,43.02,0,Y,In Stock,8003340090535	,8003340590530	,Box Chocolates, Ambient
113645,Maltesers Small Box Hod,56,110gm,£47.99,£1.89,45.59,0,Y,In Stock,113645	,05000159534079	,Box Chocolates, Ambient
119393,Maltesers Chocolate Box,16,110gm,£15.99,£1.89,36.55,0,Y,In Stock,None	,05000159533539	,Box Chocolates, Ambient
