Station,Postcode,Latitude,Longitude,Owner
Prittlewell,SS2 5BT,51.55068444,0.710675998,Greater Anglia
Prudhoe,NE42 6NR,54.96582949,-1.864865766,Northern Trains
Pulborough,RH20 1AH,50.95735802,-0.516557808,Govia Thameslink Railway (Southern)
Purfleet,RM19 1PP,51.48101128,0.236766922,c2c
Purley,CR2 2AP,51.33757718,-0.114035455,Govia Thameslink Railway (Southern)
Purley Oaks,CR2 0ND,51.34704396,-0.098856152,Govia Thameslink Railway (Southern)
Putney,SW15 1RT,51.46130128,-0.216474615,South Western Railway
Pwllheli,LL53 5HG,52.88783988,-4.41669857,TfW Rail
Pye Corner,NP10 9DS,51.57954219,-3.037545967,TfW Rail
Pyle,CF33 6AR,51.52573965,-3.698052965,TfW Rail
Quakers Yard,CF46 5NJ,51.66072905,-3.322801042,TfW Rail
Queenborough,ME11 5DB,51.41563399,0.749666053,Southeastern
Queens Park (Glasgow),G42 8PQ,55.83530944,-4.266750945,ScotRail
Queens Park (London),NW6 6NL,51.5339648,-0.204984856,London Underground
Queens Road Peckham,SE15 2JR,51.47356461,-0.057313573,Govia Thameslink Railway (Southern)
Queenstown Road (Battersea),SW8 4LP,51.47496641,-0.146678219,South Western Railway
Quintrell Downs,TR8 4LJ,50.40406124,-5.028492713,Great Western Railway
Radcliffe (Nottinghamshire),NG12 2GS,52.9487854,-1.037328049,East Midlands Railway
Radlett,WD7 7AP,51.68518681,-0.31724378,Govia Thameslink Railway (Thameslink)
Radley,OX14 3AB,51.68620625,-1.240482136,Great Western Railway
Radyr,CF4 8AA,51.51632632,-3.248353398,TfW Rail
Rainford,WA11 8SJ,53.51710834,-2.789469489,Northern Trains
Rainham (Essex),RM13 9JA,51.5167211,0.190633423,c2c
Rainham (Kent),ME8 7SF,51.36630321,0.611337064,Southeastern
Rainhill,L35 0LL,53.41712447,-2.766400664,Northern Trains
Ramsgate,CT11 7RE,51.34080042,1.406466891,Southeastern
Ramsgreave and Wilpshire,BB1 9BP,53.77977836,-2.478135594,Northern Trains
Rannoch,PH17 2QA,56.68605145,-4.576870745,ScotRail
Rauceby,NG34 8PP,52.98520364,-0.456606208,East Midlands Railway
Ravenglass for Eskdale,CA18 1SW,54.35571108,-3.408814318,Northern Trains
Ravensbourne,BR3 5HE,51.41418666,-0.007556827,Govia Thameslink Railway (Thameslink)
Ravensthorpe,WF12 9ED,53.67552601,-1.655579017,Northern Trains
Rawcliffe,DN14 8NQ,53.68904126,-0.960863229,Northern Trains
Rayleigh,SS6 7HJ,51.58929058,0.59998335,Greater Anglia
Raynes Park,SW20 0JY,51.40917211,-0.230150854,South Western Railway
Reading,RG1 1LZ,51.45878603,-0.971863285,Network Rail
Reading West,RG1 7PY,51.45550089,-0.990129385,Great Western Railway
Rectory Road,N16 7SJ,51.55850074,-0.068266959,London Overground
Redbridge,SO15 0NB,50.91994014,-1.470159917,South Western Railway
Redcar British Steel,TS10 5QW,54.60988976,-1.112661281,Northern Trains
Redcar Central,TS10 1RD,54.61622674,-1.070867674,Northern Trains
Redcar East,TS10 3LT,54.60925256,-1.052292284,Northern Trains
Reddish North,SK5 6RS,53.44941334,-2.156255242,Northern Trains
Reddish South,SK5 6TU,53.43592728,-2.158764602,Northern Trains
Redditch,B97 4RB,52.30632721,-1.945249839,West Midlands Trains (West Midlands Railway)
Redhill,RH1 1RB,51.24019968,-0.165899958,Govia Thameslink Railway (Southern)
Redland,BS6 6QP,51.46838878,-2.599123805,Great Western Railway
Redruth,TR15 2AB,50.2332601,-5.225916801,Great Western Railway
Reedham (London),CR8 4DJ,51.33111818,-0.123415834,Govia Thameslink Railway (Southern)
Reedham (Norfolk),NR13 3JF,52.56449945,1.559651097,Greater Anglia
Reigate,RH2 0BD,51.24195701,-0.203825137,Govia Thameslink Railway (Southern)
Renton,G82 4ND,55.97043681,-4.586126847,ScotRail
Retford,DN22 7DE,53.31515385,-0.947884081,London North Eastern Railway
Rhiwbina,CF14 6EP,51.52118322,-3.213965688,TfW Rail
Rhoose Cardiff International Airport,CF62 3HB,51.38707016,-3.349384495,TfW Rail
Rhosneigr,LL64 5QZ,53.23484326,-4.50664298,TfW Rail
Rhyl,LL18 1AT,53.31842633,-3.489105928,TfW Rail
Rhymney,NP2 5LW,51.75884107,-3.289298933,TfW Rail
Ribblehead,LA6 3AS,54.20584695,-2.360856109,Northern Trains
Rice Lane,L9 3BY,53.45777428,-2.962318872,Merseyrail
Richmond,TW9 2NA,51.46305941,-0.301558426,South Western Railway
Rickmansworth,WD3 1QY,51.64024585,-0.473282526,London Underground
Riddlesdown,CR8 1HN,51.33248425,-0.099386706,Govia Thameslink Railway (Southern)
Ridgmont,MK43 0XP,52.02640213,-0.594557033,West Midlands Trains (London Northwestern Railway)
Riding Mill,NE44 6EP,54.9487375,-1.971555224,Northern Trains
Risca and Pontymister,NP11 6BB,51.6058504,-3.09220982,TfW Rail
Rishton,BB1 4EY,53.76381705,-2.420158007,Northern Trains
Robertsbridge,TN32 5DJ,50.98493084,0.468782437,Southeastern
Robroyston,G33 1AF,55.8877996,-4.17136689,ScotRail
Roby,L36 4HU,53.41004435,-2.855933992,Northern Trains
Rochdale,OL11 1DR,53.61030869,-2.153524422,Northern Trains
Roche,PL26 8LG,50.41854832,-4.830198879,Great Western Railway
Rochester,ME1 1NH,51.38554695,0.510281344,Southeastern
Rochford,SS4 1AU,51.58172583,0.702303211,Greater Anglia
Rock Ferry,CH42 2AT,53.37265296,-3.010826773,Merseyrail
Rogart,IV28 3XL,57.98871738,-4.158185886,ScotRail
Rogerstone,NP10 9LG,51.59561949,-3.066613009,TfW Rail
Rolleston,NG25 0SG,53.06528272,-0.899674799,East Midlands Railway
Roman Bridge,LL25 0JE,53.04442002,-3.921648784,TfW Rail
Romford,RM1 1SX,51.57482705,0.183237346,TfL Rail
Romiley,SK6 4BN,53.4140135,-2.089326744,Northern Trains
Romsey,SO51 8DU,50.9925297,-1.493143641,Great Western Railway
Roose,LA13 9SJ,54.11516852,-3.194569249,Northern Trains
Rose Grove,BB12 6EH,53.78619555,-2.282796672,Northern Trains
Rose Hill Marple,SK6 6EE,53.39622506,-2.076521757,Northern Trains
Rosyth,KY11 2JF,56.04552086,-3.427306732,ScotRail
Rotherham Central,S60 1QH,53.43225376,-1.360434673,Northern Trains
Rotherhithe,SE16 4LF,51.50081489,-0.052048579,London Overground
Roughton Road,NR27 9LN,52.91801593,1.299793981,Greater Anglia
Rowlands Castle,PO9 6BP,50.89217216,-0.957470765,South Western Railway
Rowley Regis,B65 0LJ,52.47732738,-2.030875173,West Midlands Trains (West Midlands Railway)
Roy Bridge,PH31 4AH,56.88837003,-4.83724336,ScotRail
Roydon,CM19 5EH,51.77548499,0.036251705,Greater Anglia
Royston,SG8 5AH,52.05307844,-0.02692148,Govia Thameslink Railway (Great Northern)
Ruabon,LL14 6DL,52.98713809,-3.043139088,TfW Rail
Rufford,L40 1TB,53.634466,-2.807841654,Northern Trains
Rugby,CV21 3LA,52.37909483,-1.250484501,Avanti West Coast
Rugeley Town,WS15 1BL,52.75437874,-1.93683978,West Midlands Trains (West Midlands Railway)
Rugeley Trent Valley,WS15 3HA,52.76965702,-1.929851599,West Midlands Trains (West Midlands Railway)
Runcorn,WA7 5UB,53.33869751,-2.739251562,Avanti West Coast
Runcorn East,WA7 6EP,53.32757091,-2.665697832,TfW Rail
Ruskington,NG34 9ED,53.04146189,-0.380762185,East Midlands Railway
Ruswarp,YO21 1NJ,54.47019017,-0.627771736,Northern Trains
Rutherglen,G73 1DB,55.83059753,-4.212105077,ScotRail
Ryde Esplanade,PO33 2HE,50.73286857,-1.159616199,South Western Railway (Island Line)
Ryde Pier Head,PO33 2HF,50.73918522,-1.160126742,South Western Railway (Island Line)
Ryde St Johns Road,PO33 2BA,50.7243663,-1.156566443,South Western Railway (Island Line)
Ryder Brow,M18 7EP,53.45658092,-2.173088285,Northern Trains
Rye (Sussex),TN31 7AB,50.95236722,0.730695051,Govia Thameslink Railway (Southern)
Rye House,EN11 0EG,51.76941121,0.005628168,Greater Anglia
Salford Central,M3 5ET,53.48308531,-2.254840989,Northern Trains
Salford Crescent,M5 4BR,53.48658933,-2.275749603,Northern Trains
Salfords (Surrey),RH1 5DE,51.20174655,-0.162489181,Govia Thameslink Railway (Southern)
Salhouse,NR13 6NZ,52.67557105,1.391415353,Greater Anglia
Salisbury,SP2 7RS,51.07054964,-1.806386944,South Western Railway
Saltaire,BD18 3LQ,53.83849435,-1.790480616,Northern Trains
Saltash,PL12 4EB,50.40736184,-4.209113554,Great Western Railway
Saltburn,TS12 1AQ,54.58345131,-0.974132996,Northern Trains
Saltcoats,KA21 5JT,55.63388818,-4.784291602,ScotRail
Saltmarshe,DN14 7TW,53.72192415,-0.809485712,Northern Trains
Salwick,PR4 0YH,53.78154308,-2.817038912,Northern Trains
Sampford Courtenay,EX20 2SP,50.7701051,-3.948891895,Dartmoor Railway
Sandal and Agbrigg,WF2 6AB,53.66307909,-1.481419535,Northern Trains
Sandbach,CW11 3JG,53.15017054,-2.393505781,Northern Trains
Sanderstead,CR2 0PL,51.34828173,-0.093678307,Govia Thameslink Railway (Southern)
Sandhills,L5 3TX,53.42993988,-2.991490748,Merseyrail
Sandhurst (Berks),GU47 9DX,51.34693052,-0.804590579,Great Western Railway
Sandling,CT21 4HH,51.09036724,1.066042696,Southeastern
Sandown,PO36 9BN,50.65687154,-1.162387413,South Western Railway (Island Line)
Sandplace,PL13 1PJ,50.38675877,-4.464481031,Great Western Railway
Sandwell and Dudley,B70 7JD,52.50866079,-2.011596196,West Midlands Trains (West Midlands Railway)
Sandwich,CT13 9JR,51.26989974,1.342567953,Southeastern
Sandy,SG19 1AW,52.12473253,-0.28119045,Govia Thameslink Railway (Great Northern)
Sankey For Penketh,WA5 1RQ,53.39246404,-2.650469981,Northern Trains
Sanquhar,DG4 6DQ,55.37017228,-3.924520154,ScotRail
Sarn,CF32 9RL,51.53872045,-3.58991245,TfW Rail
Saundersfoot,SA69 9BG,51.72209668,-4.716583709,TfW Rail
Saunderton,HP14 4LJ,51.67590244,-0.825468539,Chiltern Railways
Sawbridgeworth,CM21 9JZ,51.8143459,0.160411012,Greater Anglia
Saxilby,LN1 2NS,53.26720392,-0.664039579,East Midlands Railway
Saxmundham,IP17 1BW,52.21489137,1.490164753,Greater Anglia
Scarborough,YO11 1TN,54.27979093,-0.405703063,TransPennine Express
Scotscalder,KW12 6YH,58.48299499,-3.552050489,ScotRail
Scotstounhill,G13 1QG,55.885146,-4.352888815,ScotRail
Scunthorpe,DN15 6PY,53.58617478,-0.650980448,TransPennine Express
Sea Mills,BS9 1SU,51.47999601,-2.649949705,Great Western Railway
Seaford (Sussex),BN25 2AR,50.77284181,0.100133665,Govia Thameslink Railway (Southern)
Seaforth and Litherland,L21 3TX,53.46627164,-3.005623744,Merseyrail
Seaham,SR7 0XX,54.83905619,-1.346337222,Northern Trains
Seamer,YO12 4LT,54.24075098,-0.417029844,TransPennine Express
Seascale,CA20 1QL,54.39587905,-3.484511471,Northern Trains
Seaton Carew,TS25 1DW,54.65831191,-1.200429338,Northern Trains
Seer Green,HP9 2UT,51.60984406,-0.607818546,Chiltern Railways
Selby,YO8 0NW,53.78278507,-1.063786012,TransPennine Express
Selhurst,SE25 6LH,51.39192588,-0.088299979,Govia Thameslink Railway (Southern)
Sellafield,CA20 1RG,54.41658927,-3.510457152,Northern Trains
Selling,ME13 9PW,51.27735178,0.940870229,Southeastern
Selly Oak,B29 6DW,52.44198339,-1.935814446,West Midlands Trains (West Midlands Railway)
Settle,BD24 9AA,54.06691621,-2.280714319,Northern Trains
Seven Kings,IG3 8RE,51.56402436,0.097100144,TfL Rail
Seven Sisters,N15 5LA,51.58226613,-0.0752701,London Overground
Sevenoaks,TN13 1DP,51.27686341,0.181668923,Southeastern
Severn Beach,BS35 4PQ,51.56002946,-2.664477124,Great Western Railway
Severn Tunnel Junction,NP26 3SP,51.58467955,-2.777891868,TfW Rail
Shadwell,E1 2QF,51.51128242,-0.056934373,London Overground
Shalford (Surrey),GU4 8LE,51.21432219,-0.566803783,Great Western Railway
Shanklin,PO37 7AR,50.63391067,-1.179834208,South Western Railway (Island Line)
Shawfair,EH22 1SB,55.91994218,-3.078712504,ScotRail
Shawford,SO21 2AA,51.02212545,-1.327773909,South Western Railway
Shawlands,G41 3RG,55.82921779,-4.292344088,ScotRail
Sheerness-On-Sea,ME12 1RJ,51.44105809,0.758533032,Southeastern
Sheffield,S1 2BP,53.37822061,-1.462110988,East Midlands Railway
Shelford (Cambs),CB22 5LR,52.1488259,0.139980909,Greater Anglia
Shenfield,CM15 8JD,51.6308751,0.329851215,Greater Anglia
Shenstone,WS14 0NW,52.63936082,-1.844201809,West Midlands Trains (West Midlands Railway)
Shepherd's Bush,W12 8LB,51.50528336,-0.217654117,London Overground
Shepherds Well,CT15 7PE,51.18839557,1.229910068,Southeastern
Shepley,HD8 8DU,53.58874144,-1.704928256,Northern Trains
Shepperton,TW17 8AN,51.3968038,-0.446785908,South Western Railway
Shepreth,SG8 6JP,52.11416003,0.03131918,Govia Thameslink Railway (Great Northern)
Sherborne,DT9 3NB,50.9440241,-2.513073645,South Western Railway
Sherburn-In-Elmet,LS25 6DY,53.79715248,-1.232684518,Northern Trains
Sheringham,NR26 8RA,52.94142356,1.21032009,Greater Anglia
Shettleston,G32 0PF,55.8535418,-4.160044565,ScotRail
Shieldmuir,ML2 7TF,55.77749549,-3.956990704,ScotRail
Shifnal,TF11 9QB,52.66607348,-2.371840058,West Midlands Trains (West Midlands Railway)
Shildon,DL4 1LX,54.62616565,-1.63660556,Northern Trains
Shiplake,RG9 3NY,51.51146201,-0.882602206,Great Western Railway
Shipley (Yorks),BD18 2JL,53.83305276,-1.773489912,Northern Trains
Shippea Hill,CB7 4SR,52.43021108,0.413345158,Greater Anglia
Shipton,OX7 5FJ,51.86565506,-1.592693464,Great Western Railway
Shirebrook,NG20 8SX,53.20424306,-1.202440654,East Midlands Railway
Shirehampton,BS11 9XA,51.48435259,-2.679275395,Great Western Railway
Shireoaks,S81 8LW,53.32477515,-1.167991023,Northern Trains
Shirley,B90 2NE,52.40342211,-1.845179818,West Midlands Trains (West Midlands Railway)
Shoeburyness,SS3 9AW,51.5309698,0.795344616,c2c
Sholing,SO19 8HH,50.89675414,-1.364915082,South Western Railway
Shoreditch High Street,E1 6GJ,51.52337367,-0.075246183,London Overground
Shoreham (Kent),TN14 7RT,51.33221659,0.188889647,Southeastern
Shoreham-By-Sea,BN43 5WX,50.83442609,-0.271720502,Govia Thameslink Railway (Southern)
Shortlands,BR2 0JA,51.40579903,0.001784022,Southeastern
Shotton,CH5 1BX,53.21254419,-3.038424988,TfW Rail
Shotts,ML7 5DX,55.81865191,-3.798319937,ScotRail
Shrewsbury,SY1 2DQ,52.71193124,-2.749761591,TfW Rail
Sidcup,DA15 7AW,51.43386827,0.103794567,Southeastern
Sileby,LE12 7RN,52.73159422,-1.109988753,East Midlands Railway
Silecroft,LA18 5LP,54.22596091,-3.334442089,Northern Trains
Silkstone Common,S75 4RS,53.53491808,-1.563478709,Northern Trains
Silver Street,N18 2UE,51.6146869,-0.067239999,London Overground
Silverdale,LA5 0SW,54.16991211,-2.803842857,Northern Trains
Singer,G81 2JQ,55.90767701,-4.405487104,ScotRail
Sittingbourne,ME10 3ED,51.34197386,0.73468431,Southeastern
Skegness,PE25 3QL,53.14317717,0.334347117,East Midlands Railway
Skewen,SA10 6HF,51.66139446,-3.846509503,TfW Rail
Skipton,BD23 1RT,53.95868848,-2.025872313,Northern Trains
Slade Green,DA8 2NX,51.46778413,0.190491338,Southeastern
Slaithwaite,HD7 5EB,53.62383108,-1.881578903,Northern Trains
Slateford,EH14 1BX,55.92669181,-3.243457107,ScotRail
Sleaford,NG34 7RG,52.99547211,-0.410346991,East Midlands Railway
Sleights,YO22 5AA,54.46105226,-0.662480849,Northern Trains
Slough,SL1 1XW,51.51187968,-0.59151044,Great Western Railway
Small Heath,B10 0DP,52.46376299,-1.859392907,West Midlands Trains (West Midlands Railway)
Smallbrook Junction,PO33 1AZ,50.71110265,-1.154198358,South Western Railway (Island Line)
Smethwick Galton Bridge,B66 1HU,52.50178248,-1.980511138,West Midlands Trains (West Midlands Railway)
Smethwick Rolfe Street,B66 2AF,52.49638649,-1.970644677,West Midlands Trains (West Midlands Railway)
Smithy Bridge,OL15 0DZ,53.63325536,-2.11350274,Northern Trains
Snaith,DN14 9HX,53.6931141,-1.028459834,Northern Trains
Snodland,ME6 5AN,51.33022826,0.448241222,Southeastern
Snowdown,CT15 4JH,51.21529641,1.213705019,Southeastern
Sole Street,DA13 0XY,51.38314322,0.378096904,Southeastern
Solihull,B91 1LE,52.41439194,-1.788390747,Chiltern Railways
Somerleyton,NR32 5QN,52.51022628,1.652259956,Greater Anglia
South Acton,W3 8TG,51.49969397,-0.270157269,London Overground
South Bank,TS6 6AZ,54.58383008,-1.176667057,Northern Trains
South Bermondsey,SE16 3JB,51.48813396,-0.054677738,Govia Thameslink Railway (Southern)
South Croydon,CR2 7PA,51.36296333,-0.093456589,Govia Thameslink Railway (Southern)
South Elmsall,WF9 2HP,53.5946086,-1.284858376,Northern Trains
South Greenford,UB6 2WE,51.53374833,-0.336704405,Great Western Railway
South Gyle,EH12 9EU,55.93635718,-3.299476752,ScotRail
South Hampstead,NW8 0DJ,51.54143076,-0.178877771,London Overground
South Kenton,HA9 8RB,51.57021278,-0.308462448,London Underground
South Merton,SW20 9JT,51.40299174,-0.205157478,Govia Thameslink Railway (Thameslink)
South Milford,LS25 6AA,53.78232693,-1.25052935,Northern Trains
South Ruislip,HA4 6TP,51.55691923,-0.399259149,London Underground
South Tottenham,N15 6UJ,51.58037067,-0.072102675,London Overground
South Wigston,LE18 4XU,52.5822246,-1.134077196,East Midlands Railway
South Woodham Ferrers,CM3 5NQ,51.64945563,0.606505044,Greater Anglia
Southall,UB2 4AA,51.50595552,-0.378610374,TfL Rail
Southampton Airport Parkway,SO18 2HW,50.95081594,-1.363096993,South Western Railway
Southampton Central,SO15 1AL,50.90744905,-1.41359602,South Western Railway
Southbourne,PO10 8LE,50.84827682,-0.908106796,Govia Thameslink Railway (Southern)
Southbury,EN3 4HW,51.64870343,-0.052436914,London Overground
Southease,BN8 6JS,50.83126355,0.030641246,Govia Thameslink Railway (Southern)
Southend Airport,SS2 6YF,51.56866674,0.70504972,Stobart Rail
Southend Central,SS1 1AB,51.53706172,0.711726566,c2c
Southend East,SS1 2UP,51.53896974,0.731814676,c2c
Southend Victoria,SS2 6AZ,51.54150982,0.711500716,Greater Anglia
Southminster,CM0 7EN,51.66062123,0.835192496,Greater Anglia
Southport,PR8 1BE,53.64652235,-3.002435244,Merseyrail
Southwick,BN42 4AE,50.8325149,-0.235961874,Govia Thameslink Railway (Southern)
Sowerby Bridge,HX6 3LB,53.70784787,-1.907021747,Northern Trains
Spalding,PE11 1EA,52.78880507,-0.156884151,East Midlands Railway
Spean Bridge,PH34 4EP,56.89001969,-4.921608083,ScotRail
Spital,CH62 2AD,53.33994022,-2.993907066,Merseyrail
Spondon,DE21 7RX,52.91221988,-1.411094044,East Midlands Railway
Spooner Row,NR18 9AH,52.53499355,1.086475537,Greater Anglia
Spring Road,B11 3DP,52.44341739,-1.837389696,West Midlands Trains (West Midlands Railway)
Springburn,G21 1SB,55.8819422,-4.230535233,ScotRail
Springfield,KY15 5QY,56.29497351,-3.052448605,ScotRail
Squires Gate,FY8 2SL,53.77733559,-3.050302136,Northern Trains
St Albans Abbey,AL1 2DN,51.74473227,-0.342568723,West Midlands Trains (London Northwestern Railway)
St Albans City,AL1 5HE,51.750472,-0.327538306,Govia Thameslink Railway (Thameslink)
St Andrews Road,BS11 9HS,51.51277406,-2.696313404,Great Western Railway
St Annes-On-The-Sea,FY8 2JE,53.75303496,-3.029099796,Northern Trains
St Austell,PL25 4LA,50.33952315,-4.789360109,Great Western Railway
St Bees,CA27 0BZ,54.49253601,-3.591150686,Northern Trains
St Budeaux Ferry Road,PL5 1JJ,50.40139734,-4.186812772,Great Western Railway
St Budeaux Victoria Road,PL5 1JJ,50.40201583,-4.187404152,Great Western Railway
St Columb Road,TR9 6QY,50.39871297,-4.940756529,Great Western Railway
St Denys,SO17 2EZ,50.92218999,-1.387759277,South Western Railway
St Erth,TR27 6JW,50.17049831,-5.444253631,Great Western Railway
St Germans,PL12 5LS,50.39427988,-4.308405299,Great Western Railway
St Helens Central,WA10 1DQ,53.45312575,-2.73030521,Northern Trains
St Helens Junction,WA9 3LA,53.43372829,-2.700259857,Northern Trains
St Helier,SM4 6ST,51.38989942,-0.198770749,Govia Thameslink Railway (Thameslink)
St Ives (Cornwall),TR26 2BP,50.20905167,-5.477914012,Great Western Railway
St James Park (Exeter),EX4 6QB,50.73115972,-3.521994413,Great Western Railway
St James Street,E17 7PJ,51.58097927,-0.032918459,London Overground
St Johns,SE8 4EW,51.46938915,-0.022718828,Southeastern
St Keyne Wishing Well Halt,PL14 4SE,50.42304581,-4.463520962,Great Western Railway
St Leonards Warrior Square,TN37 6HL,50.85569238,0.560279352,Southeastern
St Margarets,TW1 2LH,51.45523486,-0.320200501,South Western Railway
St Margarets (Herts),SG12 8DS,51.78783884,0.001269132,Greater Anglia
St Mary Cray,BR5 2PQ,51.39474743,0.106383587,Southeastern
St Michaels,L17 3TX,53.37560224,-2.952798748,Merseyrail
St Neots,PE19 1QF,52.23156633,-0.247413912,Govia Thameslink Railway (Great Northern)
St Pancras,N1C 4QP,51.53238879,-0.127189438,Network Rail
Stafford,ST16 2AA,52.80389182,-2.122035886,Avanti West Coast
Staines,TW18 4LY,51.43245453,-0.503164533,South Western Railway
Stallingborough,DN41 8AS,53.58709385,-0.1836668,Northern Trains
Stalybridge,SK15 1RF,53.48458104,-2.062741783,TransPennine Express
Stamford (Lincs),PE9 2WB,52.64783111,-0.480115236,East Midlands Railway
Stamford Hill,N16 5AG,51.57446581,-0.076682005,London Overground
Stanford-Le-Hope,SS17 0JX,51.5143612,0.423035735,c2c
Stanlow and Thornton,CH2 4NU,53.27836549,-2.842051907,Northern Trains
Stansted Airport,CM24 1QW,51.88858893,0.260815495,Greater Anglia
Stansted Mountfitchet,CM24 8BE,51.90143633,0.199780866,Greater Anglia
Staplehurst,TN12 0QR,51.17146481,0.550438388,Southeastern
Stapleton Road,BS5 6NE,51.46750928,-2.566217217,Great Western Railway
Starbeck,HG2 7JA,53.99899973,-1.501129791,Northern Trains
Starcross,EX6 8PA,50.62780169,-3.447704874,Great Western Railway
Staveley (Cumbria),LA8 9NG,54.37553551,-2.818862972,Northern Trains
Stechford,B33 8AJ,52.4848221,-1.811025513,West Midlands Trains (West Midlands Railway)
Steeton and Silsden,BD20 6RY,53.90003348,-1.944719765,Northern Trains
Stepps,G33 6AT,55.89014136,-4.140808469,ScotRail
Stevenage,SG1 1XT,51.90168618,-0.207109466,Govia Thameslink Railway (Great Northern)
Stevenston,KA20 3DP,55.63428483,-4.750790805,ScotRail
Stewartby,MK43 9LY,52.06907883,-0.520692242,West Midlands Trains (London Northwestern Railway)
Stewarton,KA3 5BD,55.68215939,-4.518058633,ScotRail
Stirling,FK8 1PF,56.11982139,-3.935620375,ScotRail
Stockport,SK3 9HZ,53.4055403,-2.163013363,Avanti West Coast
Stocksfield,NE43 7NQ,54.94704991,-1.916759427,Northern Trains
Stocksmoor,HD4 6XN,53.5940883,-1.723248041,Northern Trains
Stockton,TS18 2AJ,54.56962277,-1.318543243,Northern Trains
Stoke Mandeville,HP22 5UA,51.78779513,-0.784086296,Chiltern Railways
Stoke Newington,N16 6YA,51.56523119,-0.072887433,London Overground
Stoke-On-Trent,ST4 2AA,53.00798196,-2.180987611,Avanti West Coast
Stone (Staffs),ST15 8ER,52.90832799,-2.155041441,West Midlands Trains (West Midlands Railway)
Stone Crossing,DA9 9AR,51.45132834,0.263771153,Southeastern
Stonebridge Park,NW10 0RL,51.54410975,-0.275828431,London Underground
Stonegate,TN5 7ER,51.01996539,0.363868114,Southeastern
Stonehaven,AB39 2NE,56.96682539,-2.225297342,ScotRail
Stonehouse,GL10 2JW,51.74588968,-2.279498813,Great Western Railway
Stoneleigh,KT17 2JA,51.36339936,-0.248665216,South Western Railway
Stourbridge Junction,DY8 1NH,52.44754368,-2.13387656,West Midlands Trains (West Midlands Railway)
Stourbridge Town,DY8 1EX,52.45558048,-2.141818169,West Midlands Trains (West Midlands Railway)
Stow,TD1 2SQ,55.69242376,-2.865949476,ScotRail
Stowmarket,IP14 1RQ,52.18970973,1.000005245,Greater Anglia
Stranraer,DG9 8EJ,54.9096086,-5.024738834,ScotRail
Stratford,E15 1AZ,51.54189337,-0.003396741,TfL Rail
Stratford International,E20 1YY,51.54482651,-0.008777649,HS1 Ltd
Stratford-Upon-Avon,CV37 6PL,52.19424944,-1.716288626,West Midlands Trains (West Midlands Railway)
Stratford-upon-Avon Parkway,CV37 9QY,52.2067802,-1.73084256,West Midlands Trains (West Midlands Railway)
Strathcarron,IV54 8YR,57.42274022,-5.42861414,ScotRail
Strawberry Hill,TW1 4PP,51.43896182,-0.339358467,South Western Railway
Streatham,SW16 6HP,51.42580653,-0.131550337,Govia Thameslink Railway (Southern)
Streatham Common,SW16 5NT,51.4187284,-0.136009856,Govia Thameslink Railway (Southern)
Streatham Hill,SW2 4SA,51.43819125,-0.127160115,Govia Thameslink Railway (Southern)
Streethouse,WF7 6UJ,53.67615495,-1.400118531,Northern Trains
Strines,SK22 3AY,53.37504073,-2.033915967,Northern Trains
Stromeferry,IV53 8UH,57.35230473,-5.551162334,ScotRail
Strood (Kent),ME2 4DR,51.3965461,0.500187386,Southeastern
Stroud (Gloucs),GL5 3AP,51.74462368,-2.219382972,Great Western Railway
Sturry,CT2 0ED,51.30106546,1.1222552,Southeastern
Styal,SK9 4JW,53.34833173,-2.240456327,Northern Trains
Sudbury (Suffolk),CO10 6SU,52.03627528,0.735444267,Greater Anglia
Sudbury and Harrow Road,HA0 2LW,51.55439729,-0.315468214,Chiltern Railways
Sudbury Hill Harrow,HA1 3RJ,51.55846422,-0.335802891,Chiltern Railways
Sugar Loaf,LD5 4TE,52.08227425,-3.68694955,TfW Rail
Summerston,G23 5AT,55.89884125,-4.291539511,ScotRail
Sunbury,TW16 6RZ,51.41831218,-0.417782678,South Western Railway
Sunderland,SR1 3HP,54.90534032,-1.382304408,Northern Trains
Sundridge Park,BR1 3TR,51.41377983,0.021446325,Southeastern
Sunningdale,SL5 0EL,51.39193974,-0.633040736,South Western Railway
Sunnymeads,TW19 5HQ,51.47028751,-0.559374238,South Western Railway
Surbiton,KT6 4PE,51.39245848,-0.303958562,South Western Railway
Surrey Quays,SE16 2UE,51.49319473,-0.047518664,London Overground
Sutton,SM1 1JA,51.35953177,-0.19121482,Govia Thameslink Railway (Southern)
Sutton Coldfield,B73 6AY,52.56494336,-1.824844287,West Midlands Trains (West Midlands Railway)
Sutton Common,SM1 3HY,51.37488935,-0.19634258,Govia Thameslink Railway (Thameslink)
Sutton Parkway,NG17 5LG,53.11409314,-1.245568366,East Midlands Railway
Swale,ME9 8SS,51.38923336,0.747133594,Southeastern
Swanley,BR8 8JD,51.39338483,0.169225349,Southeastern
Swanscombe,DA10 0AG,51.44906829,0.309543182,Southeastern
Swansea,SA1 1NU,51.62515056,-3.941546894,TfW Rail
Swanwick,SO31 1BA,50.87567023,-1.265852512,South Western Railway
Sway,SO41 6BA,50.78470397,-1.609995921,South Western Railway
Swaythling,SO18 2LB,50.94114897,-1.376408731,South Western Railway
Swinderby,LN6 9HY,53.16955536,-0.70267949,East Midlands Railway
Swindon (Wilts),SN1 1DQ,51.56547355,-1.785511362,Great Western Railway
