Store Postcode,Detatched,Semi-Detatched,Terraced,Flat (Purpose Built),Flat (Converted),Residence in Commercial Building,Owned Outright,Owned with Mortgage,Shared Ownership,Rented: From Council,Rented: Other Social,Rented: Private Landlord,Rented: Other,Rent Free,One Person,Two People,Three People,Four People,Five People,Six People,Seven People,8+ People,AB,C1,C2,DE,Male,Female,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90+,Single,Married,Divorced,Separated,Widowed,Same Sex,Very Good,Good,Fair,Bad,Very Bad,Degree or similar,Apprenticeship,"HNC, HND or 2+ A Levels","5+ GCSE, an A-Level or 1-2 AS Levels",1-4 GCSEs or Equivalent,No GCSEs or Equivalent,Other,White,Mixed Ethnicity,Indian,Bangladeshi,Chinese,Other Asian,Black African,Other,England,Wales,Scotland,Northern Ireland,Republic of Ireland,European Union,Other,United Kingdom,Republic of Ireland,Europe (including European Union),African Countries,Middle East or Asia,North America or Caribbean,Central America,South America,Oceania,None,Christian,No Religion,Buddhist,Hindu,Jewish,Muslim,Sikh,Other Religion,Not Stated,Full-Time Employee,Part-Time Employee,Self Employed,Unemployed,Full-Time Student,Retired,Looking after Home or Family,Long Term Sick or Disabled,Other
RG18 9TP,44,76,28,2,1,NA,17,42,0,0,6,11,62,2,14,45,28,42,8,3,0,0,38,66,13,12,317,226,59,20,10,38,6,8,16,96,71,141,51,9,7,9,1,1,163,220,9,11,6,1,316,199,24,3,1,141,7,79,90,58,22,13,500,10,10,5,5,2,NA,1,432,15,26,2,2,31,35,473,2,6,1,7,6,0,1,0,51,338,160,0,10,2,9,0,1,23,264,57,16,6,16,12,22,1,5
YO26 5BE,7,59,40,18,0,1,18,33,1,54,5,5,3,3,34,43,20,18,5,1,1,0,6,24,30,39,125,165,29,19,7,20,5,4,4,20,25,67,48,12,10,16,2,2,94,71,23,5,17,0,127,105,44,11,3,33,8,23,29,33,71,13,279,3,1,NA,NA,1,NA,NA,265,1,0,0,2,7,15,199,2,5,0,3,5,1,0,4,77,146,111,4,1,0,2,0,1,25,72,43,9,14,14,14,13,7,4
GL1 3NN,2,7,13,102,1,NA,7,15,0,0,2,89,4,1,40,41,21,9,3,3,1,0,32,47,17,21,146,115,20,3,5,10,2,4,7,66,60,70,10,3,1,0,0,0,161,46,11,3,0,0,160,90,10,1,0,94,4,40,35,23,10,15,200,20,25,NA,NA,4,8,NA,169,9,5,0,1,35,42,166,1,36,7,21,5,0,0,1,27,134,89,2,21,0,6,0,0,9,129,23,10,5,37,2,7,6,2
KT19 8RA,38,77,6,5,1,NA,51,62,0,0,0,11,NA,0,22,40,31,20,8,3,0,0,33,33,13,10,165,172,24,14,8,23,8,5,3,9,14,79,65,25,35,18,4,3,68,145,23,5,18,1,184,114,31,7,1,123,10,21,29,19,50,8,270,18,9,NA,NA,22,2,10,257,1,5,2,2,28,42,274,2,35,13,4,0,0,0,2,18,207,74,1,10,0,14,3,6,22,91,43,35,3,11,40,6,2,4
YO31 0AA,13,100,10,1,2,2,46,62,0,1,0,13,1,2,30,38,23,24,5,3,2,0,43,27,25,4,170,167,25,14,9,22,2,5,7,25,23,76,67,24,7,19,9,3,84,148,12,4,17,0,210,90,30,3,4,136,9,35,34,12,26,13,318,5,1,NA,8,4,NA,NA,288,5,7,0,2,15,20,284,2,17,0,11,0,0,0,5,24,194,112,5,0,0,0,0,1,25,103,45,21,3,29,24,5,2,2
SE24 9AA,7,102,33,6,36,1,63,75,0,5,12,26,NA,0,19,58,28,40,24,11,1,0,102,41,7,10,296,285,39,24,24,58,13,24,12,15,32,121,154,16,31,12,1,5,141,247,10,6,19,0,406,139,23,10,3,292,3,26,41,27,21,13,488,38,20,1,1,10,4,3,445,9,9,4,8,35,71,501,8,38,1,7,20,0,0,19,18,272,233,5,17,9,8,0,3,34,159,34,102,10,49,25,22,2,2
HU11 5EU,98,9,30,0,0,6,80,37,1,0,2,16,2,2,50,66,12,9,2,0,0,1,17,26,18,10,125,147,4,4,3,6,2,3,3,16,13,30,54,31,50,44,6,3,53,154,20,4,22,0,105,108,42,13,4,78,13,24,33,32,68,5,265,3,1,1,1,1,NA,NA,264,0,2,0,0,0,6,225,0,0,1,0,0,0,0,0,47,213,36,1,0,0,2,0,1,19,62,33,22,9,7,57,4,3,3
SA46 0AS,24,25,50,40,6,9,57,8,0,3,29,24,4,1,83,32,4,6,0,1,0,0,10,16,7,14,81,111,3,4,3,2,0,3,0,4,5,15,35,23,41,36,13,5,30,76,24,4,46,0,54,75,46,17,0,61,6,16,25,13,53,6,191,NA,NA,NA,NA,NA,NA,NA,66,120,0,0,0,3,1,142,0,4,0,0,1,0,0,0,46,133,41,1,0,0,0,0,1,16,34,13,14,5,2,49,1,7,1
DY11 6NN,9,101,7,13,6,2,49,38,1,9,11,20,3,1,47,40,27,14,3,0,0,1,9,20,27,34,143,144,15,5,7,15,7,9,8,13,20,60,51,17,37,17,2,4,74,98,38,5,23,0,113,110,42,15,7,30,7,23,43,29,86,20,280,2,5,NA,NA,NA,NA,NA,265,4,1,0,2,12,3,185,2,11,0,1,1,0,0,0,89,195,70,0,0,0,0,5,1,16,83,24,24,12,17,34,8,9,4
NG22 0HR,91,59,89,3,1,6,58,109,6,4,2,45,4,4,58,90,43,22,13,3,3,0,43,55,51,37,273,286,36,16,14,42,6,20,9,23,46,126,117,41,42,16,3,2,128,224,52,21,18,2,283,196,64,10,6,130,13,60,86,56,83,17,540,12,NA,NA,NA,NA,NA,5,524,2,10,0,1,14,8,461,1,13,1,2,1,0,0,0,82,390,132,0,0,0,1,0,5,31,169,53,81,9,28,44,20,11,9
B68 8JA,13,52,43,31,0,5,45,27,0,28,3,29,1,3,47,39,23,16,6,2,2,1,11,21,21,32,160,162,13,10,7,13,5,10,12,20,23,72,55,16,38,21,4,3,94,129,15,7,29,0,105,129,70,14,4,51,4,20,28,45,98,28,156,12,64,NA,NA,8,NA,18,231,1,1,0,2,15,72,216,2,16,0,22,2,0,0,0,66,144,60,0,3,0,36,62,0,17,86,24,15,15,19,43,9,22,13
CH8 7SJ,67,52,19,20,1,NA,35,59,17,6,23,10,2,2,32,62,24,21,13,2,0,0,21,27,36,42,208,199,34,13,7,22,12,26,13,27,31,84,70,25,27,13,3,0,133,131,30,10,15,0,208,144,39,15,1,80,12,33,73,61,50,10,398,3,NA,NA,NA,2,3,NA,138,249,5,0,1,2,1,288,1,2,2,1,0,0,0,3,109,254,107,2,0,0,2,0,1,41,108,53,22,17,27,35,19,18,4
GU11 2LF,31,139,6,8,1,3,1,11,0,2,7,10,122,1,9,39,39,46,19,2,0,0,83,52,11,8,259,236,58,29,12,33,5,14,18,27,18,193,86,2,0,0,0,0,68,273,10,3,1,3,380,100,13,2,0,158,3,68,47,42,25,15,427,9,8,NA,1,45,2,1,329,20,25,23,6,30,62,412,6,11,1,40,2,0,0,0,27,336,82,12,21,0,3,8,1,32,226,45,17,9,29,1,25,2,4
CV10 0PH,11,47,60,16,1,8,22,54,0,39,1,18,1,0,56,44,20,11,1,2,1,0,14,32,24,33,135,137,18,9,1,7,8,3,7,15,28,51,63,19,24,11,3,5,84,72,38,8,27,0,85,117,45,17,8,25,12,21,44,41,76,10,268,NA,4,NA,NA,NA,NA,NA,261,1,2,2,4,0,2,196,4,0,0,0,0,0,0,1,73,166,86,0,4,0,0,0,1,15,90,32,13,17,8,29,8,10,3
TF4 3RB,18,44,45,9,0,1,23,59,2,1,3,26,2,1,33,33,26,22,3,0,0,0,16,31,31,24,144,136,30,8,4,12,3,11,8,27,30,61,57,10,12,7,0,0,86,102,18,8,9,0,158,84,26,9,3,45,10,32,47,43,37,9,276,NA,4,NA,NA,NA,NA,NA,257,5,0,3,0,6,9,199,0,2,1,3,2,0,0,0,75,177,80,0,0,0,0,0,2,21,112,37,9,10,15,14,10,6,3
NE1 8ST,0,2,0,47,4,7,7,5,1,2,13,27,2,3,31,18,9,2,0,0,0,0,15,34,3,5,95,79,2,0,2,1,0,0,33,73,26,19,11,2,2,3,0,0,147,12,7,1,2,0,100,52,16,4,2,63,1,55,10,12,6,22,108,4,2,NA,37,16,2,4,91,0,5,5,1,7,65,94,1,6,3,53,2,0,0,4,13,55,75,10,4,0,13,0,1,16,18,6,3,5,125,3,0,4,2
BT94 1GW,25,26,55,0,1,1,15,20,0,45,1,19,1,3,40,30,17,10,5,2,0,0,6,17,14,52,122,106,20,10,7,15,2,4,3,20,17,48,50,15,12,5,0,0,68,70,20,7,9,0,108,60,37,18,5,26,3,11,22,27,64,21,222,1,NA,NA,2,NA,NA,3,10,0,1,183,9,20,5,72,9,22,2,1,0,0,0,0,88,NA,8,NA,NA,NA,NA,NA,1,39,54,8,9,9,9,21,17,24,18
PE15 8QQ,69,50,88,33,2,3,55,88,7,1,22,64,2,2,57,77,46,35,19,5,2,0,20,50,58,74,317,311,52,35,15,42,13,19,17,50,79,142,85,24,40,11,3,1,189,193,54,17,18,0,293,243,74,14,4,74,11,72,103,63,105,43,586,9,5,5,10,3,NA,3,537,3,9,0,0,46,33,403,0,49,1,13,2,0,0,1,162,336,223,9,3,0,10,0,0,47,218,69,35,16,39,42,18,12,7
CH1 6BS,74,59,33,1,0,1,53,75,1,7,0,18,NA,5,29,60,31,29,9,1,0,0,40,43,25,19,199,210,33,13,8,7,1,8,9,25,31,96,86,35,35,15,5,2,97,197,32,5,15,1,229,134,30,13,3,124,15,47,57,27,61,16,390,2,1,8,NA,3,NA,NA,304,53,13,0,3,22,5,320,3,20,0,8,0,0,0,0,61,274,88,3,0,0,10,0,1,33,144,36,52,6,22,38,11,8,8
CB10 2YA,18,25,69,2,0,NA,3,13,1,2,5,10,70,0,3,31,34,23,7,5,1,0,19,69,8,7,397,174,43,31,10,28,2,2,19,149,102,161,16,5,3,0,0,0,223,207,15,11,1,0,385,175,11,0,0,100,19,114,127,72,11,14,519,12,3,9,NA,11,8,1,439,20,27,16,6,19,44,498,6,8,10,8,4,0,0,2,37,402,125,8,2,1,7,0,0,26,344,46,20,9,10,4,18,3,3
NE28 0LQ,5,31,9,49,26,2,34,39,0,3,0,39,2,1,58,37,14,4,3,2,0,0,11,27,18,34,102,117,6,7,2,7,1,3,4,20,19,46,57,10,25,8,2,2,91,63,16,7,19,0,73,86,44,14,2,41,9,20,36,29,52,9,213,4,NA,NA,NA,1,1,NA,201,1,3,1,1,4,8,158,1,4,0,1,0,0,0,0,56,139,67,0,0,0,1,0,0,12,79,24,5,15,9,30,4,15,3
SP11 8HT,34,83,4,2,0,NA,2,7,0,0,6,2,94,0,3,34,25,36,12,1,0,0,73,28,5,5,202,193,64,20,15,19,4,4,2,9,32,173,53,0,0,0,0,0,40,213,10,9,1,0,308,73,11,3,0,165,2,46,28,16,7,9,376,9,1,NA,NA,5,1,3,282,11,23,12,2,35,30,342,2,11,2,6,2,0,0,9,29,305,71,2,3,0,0,0,3,11,183,35,9,6,7,0,28,2,3
PE25 2BJ,18,41,7,18,38,32,24,30,0,3,6,59,12,0,52,36,17,19,9,1,0,0,10,22,24,45,156,149,26,11,4,18,4,6,11,22,25,57,59,15,30,10,2,5,104,83,34,7,14,0,122,117,47,14,5,37,7,18,43,45,77,15,286,8,1,NA,4,1,1,4,277,1,4,0,2,12,9,184,2,14,0,6,0,0,0,0,100,179,103,3,1,0,5,0,0,14,72,28,15,16,14,36,19,19,6
BH20 6JA,7,20,76,3,0,NA,3,6,0,1,6,2,77,0,3,11,25,34,17,4,1,0,13,66,8,6,418,182,82,25,17,27,5,35,46,92,84,172,12,1,1,1,0,0,209,201,12,19,2,1,426,152,19,2,1,93,16,69,130,101,13,22,574,5,1,NA,NA,5,9,3,472,19,33,9,2,38,27,492,2,7,7,7,1,0,0,4,81,394,161,2,0,0,3,0,6,34,334,49,1,8,11,2,23,2,13
CO2 7UT,20,68,30,1,0,2,23,33,0,1,8,8,44,1,15,49,31,15,8,0,0,0,16,63,12,12,159,147,35,11,3,17,6,5,7,24,32,102,33,7,13,7,1,3,32,171,16,6,9,0,196,80,21,8,1,62,7,41,42,42,30,10,291,6,NA,NA,NA,NA,5,3,268,2,6,3,2,5,20,250,2,3,4,1,0,0,1,4,45,190,93,0,0,0,1,0,0,22,126,28,11,4,13,16,17,4,4
LS24 9HJ,34,84,9,4,1,9,64,48,0,7,0,9,NA,2,39,48,17,20,4,2,0,0,23,25,18,15,145,153,17,7,8,16,2,11,4,13,8,61,56,23,37,28,6,1,62,141,17,3,25,0,131,108,50,8,1,61,17,31,39,41,47,12,295,1,NA,NA,NA,2,NA,NA,289,0,0,1,0,4,4,250,0,1,0,3,0,0,0,0,45,234,46,1,0,0,0,0,0,17,91,39,18,4,12,42,5,2,0
SN3 6BB,83,44,24,0,3,2,54,54,1,14,1,20,3,4,39,61,27,14,10,0,0,0,44,29,16,17,193,183,20,8,1,9,2,13,7,22,25,65,105,28,45,22,1,3,102,175,35,5,17,2,208,121,33,10,4,137,13,41,42,38,54,11,357,2,7,NA,2,6,2,NA,336,5,8,0,2,3,22,308,2,5,4,9,3,0,0,0,52,231,105,1,3,1,4,2,1,28,121,40,59,4,14,51,10,5,6
M46 0PW,82,41,78,34,1,NA,74,97,6,2,1,45,1,0,60,75,37,45,5,4,0,0,38,51,48,39,281,269,37,20,11,35,9,11,14,33,47,121,113,30,45,16,4,4,148,205,31,19,33,2,293,178,55,20,4,107,19,56,85,67,86,18,519,9,13,NA,5,2,NA,1,517,1,2,1,3,6,20,454,3,8,0,8,1,0,0,3,77,441,71,5,12,0,1,1,0,19,178,55,51,12,23,60,7,21,7
WD19 7NT,6,41,65,1,0,5,30,49,0,13,11,12,NA,0,32,19,29,25,10,0,0,0,16,33,28,17,146,161,28,24,11,24,5,7,6,14,22,87,40,12,13,7,6,1,82,90,22,7,14,0,134,118,38,15,2,48,8,23,27,51,52,6,259,5,16,NA,NA,3,10,4,248,3,1,0,3,21,31,230,3,25,4,5,0,0,0,1,38,172,96,0,12,0,7,1,0,19,78,29,31,13,15,16,9,10,0
BT92 0JE,45,27,37,1,16,10,40,26,0,5,0,26,2,9,47,24,20,8,6,1,1,1,8,15,16,39,113,126,14,8,10,7,3,5,1,15,22,51,46,17,22,15,3,0,65,83,12,15,22,0,120,63,42,11,3,32,10,22,25,19,71,18,236,NA,NA,NA,NA,3,NA,NA,12,0,7,180,25,12,3,79,25,10,0,3,1,0,0,0,61,NA,9,NA,NA,NA,NA,NA,1,9,57,19,19,8,11,23,11,18,13
BT74 6DX,21,51,102,2,0,NA,46,47,1,48,0,20,2,6,50,58,25,21,13,3,0,0,7,18,28,71,193,215,29,11,8,34,4,9,16,32,21,82,68,32,46,12,4,0,141,118,21,14,28,0,167,136,76,25,4,37,8,25,47,48,148,9,399,3,4,NA,NA,1,NA,1,17,0,1,360,14,7,9,153,14,2,0,4,0,0,0,0,120,NA,7,NA,NA,NA,NA,NA,1,45,78,46,15,17,27,55,25,27,16
BT12 6FX,6,8,134,4,2,NA,19,22,0,43,0,51,2,4,63,41,22,12,3,0,0,0,14,33,19,57,148,126,22,6,3,9,2,4,12,39,44,62,40,9,11,10,1,0,142,47,20,14,9,0,118,89,44,18,5,46,10,34,23,32,64,23,258,3,1,NA,3,NA,1,6,17,1,5,214,0,21,16,179,0,19,3,2,1,0,0,1,57,NA,55,NA,NA,NA,NA,NA,7,29,78,29,7,27,27,13,15,22,3
S8 9EA,9,22,67,1,4,NA,22,48,0,1,1,21,2,1,33,32,15,14,1,0,1,0,33,27,9,16,99,111,19,6,1,6,2,5,6,13,19,76,34,8,6,6,2,1,91,62,13,3,5,2,107,71,26,2,4,79,3,21,35,15,20,3,188,2,NA,7,NA,NA,NA,NA,181,1,2,0,1,11,14,173,1,10,1,1,0,0,0,0,30,72,102,0,0,0,12,0,2,22,91,23,13,5,15,11,4,4,1
EX32 8EE,4,48,22,77,9,7,19,22,2,37,57,11,1,6,50,43,25,23,11,2,1,0,3,16,31,66,170,207,49,10,16,27,9,11,9,31,30,59,57,19,28,16,5,1,114,78,42,5,27,0,147,140,52,28,10,28,12,22,40,47,107,10,359,8,7,2,NA,NA,NA,1,340,9,10,1,0,5,12,162,0,3,3,0,1,0,0,0,208,142,179,0,0,0,7,4,7,38,64,36,10,17,15,38,27,26,11
WV10 9QY,7,122,6,8,3,6,65,44,0,9,0,24,1,5,51,39,23,22,8,4,1,0,7,22,33,41,162,195,17,5,7,16,6,11,11,29,35,48,91,17,38,20,5,1,107,152,13,9,25,0,133,135,62,20,7,52,11,27,36,58,88,34,199,13,87,NA,1,13,1,4,276,4,2,2,4,8,61,268,4,6,0,17,2,0,0,0,60,200,47,0,13,0,1,70,5,21,104,46,14,15,23,39,13,21,5
WV10 7AT,7,77,13,18,0,1,27,37,0,8,36,7,NA,0,37,26,22,20,7,2,0,1,4,22,29,43,129,161,23,14,8,24,6,7,9,11,16,60,59,25,9,11,5,3,66,99,25,5,20,0,120,99,52,16,3,20,6,22,30,46,87,4,272,6,2,NA,4,NA,1,NA,273,5,2,0,0,2,8,168,0,1,1,2,0,0,0,0,118,198,68,1,2,1,0,0,0,20,68,35,16,13,15,17,16,13,3
SP11 8HN,34,83,4,2,0,NA,2,7,0,0,6,2,94,0,3,34,25,36,12,1,0,0,73,28,5,5,202,193,64,20,15,19,4,4,2,9,32,173,53,0,0,0,0,0,40,213,10,9,1,0,308,73,11,3,0,165,2,46,28,16,7,9,376,9,1,NA,NA,5,1,3,282,11,23,12,2,35,30,342,2,11,2,6,2,0,0,9,29,305,71,2,3,0,0,0,3,11,183,35,9,6,7,0,28,2,3
KT22 0JP,97,1,7,6,1,11,56,35,1,0,1,15,2,1,13,44,12,28,11,3,0,0,53,18,9,0,153,169,17,12,7,38,6,12,2,11,9,50,80,20,31,18,7,2,42,182,9,3,6,0,206,86,24,2,4,131,2,26,41,9,21,12,288,16,4,NA,NA,4,NA,8,222,4,15,2,2,19,58,264,2,20,6,6,20,0,0,9,4,219,65,0,1,2,11,2,1,21,74,18,33,4,15,36,26,5,4
NR12 9QG,74,39,29,1,0,1,68,44,0,0,5,15,3,2,34,74,17,9,2,0,0,1,12,31,27,16,136,152,9,8,6,11,1,5,7,14,16,42,59,26,46,31,6,1,64,147,24,4,14,0,126,107,39,12,4,71,13,28,36,23,71,11,285,2,NA,NA,NA,1,NA,NA,271,3,4,2,2,2,4,222,2,1,0,1,1,0,0,0,63,173,89,0,0,0,0,0,2,24,69,33,39,4,9,48,6,2,5
AB53 4EJ,45,7,3,26,5,4,34,29,0,1,1,15,3,1,30,35,6,10,3,0,0,0,11,12,23,11,87,88,6,3,4,5,3,5,2,9,14,38,35,6,18,21,5,1,42,81,8,12,11,0,89,65,19,2,0,38,NA,NA,NA,NA,31,NA,171,NA,4,NA,NA,NA,NA,NA,18,0,134,0,2,18,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0,0,0,0,1,1,19,62,18,16,0,6,14,2,4,5
HU12 9AX,65,63,9,0,0,1,55,51,0,9,0,10,3,2,27,51,27,19,4,2,0,0,15,32,33,15,164,154,12,13,5,15,5,12,7,8,12,62,86,32,34,9,4,2,62,171,18,6,11,0,163,117,30,7,1,66,21,34,42,41,54,10,315,NA,NA,NA,1,NA,NA,NA,310,1,2,0,0,1,4,248,0,0,1,0,0,0,0,1,69,249,50,0,0,0,0,0,0,19,103,42,38,2,15,43,5,3,2
NN15 7DZ,18,104,5,3,0,2,54,44,1,12,0,17,1,0,26,51,30,18,3,1,0,0,9,22,33,26,167,144,15,7,12,21,2,8,7,19,14,61,66,25,37,15,1,1,72,132,24,8,18,0,114,133,48,13,3,35,13,19,45,54,66,22,280,6,14,NA,NA,6,5,NA,270,0,11,1,1,12,16,216,1,18,3,3,0,0,0,0,69,176,90,1,3,0,3,11,2,25,95,45,16,7,9,44,7,8,6
PA61 7YR,82,29,6,1,9,1,31,7,0,0,13,10,6,7,36,28,5,3,2,0,0,0,9,14,15,10,58,74,3,4,2,2,0,1,1,4,4,16,38,24,17,9,4,3,24,61,11,0,23,2,64,45,19,3,1,47,NA,NA,NA,NA,33,NA,126,5,NA,NA,NA,NA,NA,NA,48,0,76,1,0,4,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,0,0,0,0,2,11,28,21,20,5,2,23,1,4,1
OX3 0JR,7,53,63,2,3,7,26,11,0,50,1,38,6,1,36,37,21,24,8,2,3,2,27,32,18,30,158,201,34,18,8,27,6,5,9,30,39,93,36,18,16,15,4,1,123,99,20,9,15,0,177,131,41,10,0,91,8,27,34,30,57,19,265,21,17,NA,5,8,13,9,254,4,7,1,6,29,58,222,6,33,8,18,5,1,1,1,72,205,89,1,5,0,10,0,0,49,112,33,15,13,32,18,14,7,2
ME4 4UG,10,5,75,21,0,NA,27,52,1,1,1,16,10,0,19,47,15,21,4,2,0,0,45,37,10,4,737,145,19,11,4,18,2,25,148,294,121,113,80,28,16,2,1,0,592,172,32,23,7,2,621,240,15,5,1,165,26,208,266,116,18,29,796,22,9,2,1,21,20,1,678,23,57,8,8,28,80,746,8,9,25,30,6,1,0,2,59,608,206,7,18,0,5,0,4,34,614,67,29,10,45,29,13,2,16
TS12 3AA,42,16,109,6,11,5,55,75,0,2,7,33,5,1,54,55,39,23,6,1,0,0,12,35,51,49,221,188,35,14,7,20,10,10,11,31,43,83,76,30,18,15,4,2,114,144,38,6,20,1,222,108,52,20,7,40,11,53,55,55,96,13,404,5,NA,NA,NA,NA,NA,NA,398,1,4,0,0,0,6,306,0,2,0,0,0,0,0,1,101,285,93,1,0,0,4,0,2,24,116,49,21,25,18,29,19,18,7
BT93 1TF,366,180,50,0,1,5,215,183,0,33,3,70,7,14,137,180,68,87,31,19,2,1,53,108,115,114,674,679,101,55,29,77,19,31,30,74,91,290,256,88,121,67,17,7,330,591,43,36,72,0,619,473,208,45,8,231,45,133,173,149,309,32,1334,9,1,1,NA,7,NA,1,65,2,12,1192,42,21,19,892,42,20,0,1,4,0,0,2,320,NA,92,NA,NA,NA,NA,NA,6,52,356,121,123,40,71,153,41,52,24
ME12 2AG,4,5,106,1,19,NA,18,49,1,0,4,54,1,0,37,33,22,16,12,4,1,2,6,24,33,48,174,167,37,18,5,31,8,13,9,17,27,78,69,7,16,4,1,1,98,102,23,10,9,0,170,113,36,15,7,13,6,27,64,52,64,16,332,5,NA,NA,NA,2,1,1,320,1,2,0,2,9,7,227,2,10,0,1,0,0,0,1,101,200,109,0,3,0,3,0,5,21,91,35,27,7,19,14,15,19,9
G45 9UT,1,2,6,49,1,NA,2,1,0,0,42,12,NA,0,41,5,3,4,3,1,0,0,1,2,2,13,46,51,9,4,2,8,5,2,0,1,2,18,4,1,19,11,11,0,28,4,7,2,28,0,33,25,25,13,1,5,NA,NA,NA,NA,46,NA,97,NA,NA,NA,NA,NA,NA,NA,4,0,88,4,1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,0,1,0,0,0,13,4,2,4,1,4,14,5,7,6
BT53 8QN,94,75,35,0,1,1,58,52,1,40,0,21,4,7,46,57,35,27,16,1,0,1,9,25,57,49,234,233,33,9,9,23,6,12,11,38,40,91,105,28,41,17,3,1,137,193,15,13,27,2,195,159,85,26,2,55,17,43,59,55,143,15,459,1,3,NA,1,NA,1,2,20,1,9,426,3,2,6,264,3,0,0,1,0,0,0,0,177,NA,37,NA,NA,NA,NA,NA,0,30,105,41,47,24,28,50,21,32,18
RG29 1QT,2,25,34,2,0,NA,1,1,0,2,8,4,41,0,0,33,14,10,0,0,0,0,16,29,9,3,763,167,22,7,1,4,0,1,54,288,243,271,39,0,0,0,0,0,634,161,48,49,0,4,622,287,14,5,2,229,35,351,185,72,6,18,878,12,2,NA,NA,19,11,NA,705,51,70,22,1,26,55,884,1,4,13,9,9,0,0,2,12,573,301,7,8,0,0,1,6,34,833,38,8,2,4,0,4,0,7
SY13 1AG,10,20,34,34,31,34,12,23,2,1,9,89,5,2,89,42,7,5,0,0,0,0,17,32,27,51,115,99,8,1,0,0,2,6,6,20,32,66,43,12,12,3,2,1,97,48,30,17,11,0,86,73,37,17,1,46,7,22,37,31,49,11,203,NA,5,2,1,2,NA,NA,172,11,2,1,0,17,11,145,0,16,0,7,0,0,0,0,48,140,50,0,0,0,6,4,0,14,84,19,28,12,11,11,6,18,8
BT4 3FG,55,157,104,77,7,1,121,162,0,13,19,62,7,4,142,110,70,39,19,6,1,1,112,95,30,39,425,451,43,26,20,37,9,21,33,48,50,185,216,38,73,45,16,16,274,330,53,20,60,4,435,291,120,22,8,300,27,99,110,56,121,28,831,3,3,2,16,13,6,2,53,2,13,718,16,20,54,688,16,19,3,13,7,0,1,6,78,NA,215,NA,NA,NA,NA,NA,18,46,275,96,78,13,64,94,15,21,8
TW8 0JW,0,6,24,106,6,2,2,11,0,65,35,28,NA,1,47,44,27,14,7,2,1,0,12,38,19,51,145,181,29,15,9,23,5,9,5,34,30,73,56,12,11,7,7,1,132,65,23,13,12,0,162,90,50,17,7,48,2,23,37,41,61,33,211,18,11,11,NA,16,24,12,209,1,4,1,7,33,71,194,7,41,2,8,5,0,2,0,67,179,55,0,4,0,58,9,0,21,75,24,26,17,23,8,14,24,19
WN2 4TA,37,50,92,0,0,NA,48,99,0,1,1,22,NA,1,37,60,39,30,6,0,0,0,19,52,41,31,213,211,25,24,15,26,8,8,7,25,28,124,67,21,36,8,1,1,98,181,31,5,9,2,199,153,52,18,2,65,15,45,62,48,71,20,409,4,NA,NA,NA,2,8,NA,408,1,6,0,2,2,5,351,2,0,3,2,0,0,0,0,69,309,77,1,0,1,0,0,1,35,157,45,30,5,15,44,10,7,3
EX8 5AR,35,15,2,0,1,1,24,16,0,1,0,8,2,2,16,27,6,2,1,1,0,0,9,11,6,3,909,62,5,1,1,8,0,46,188,434,154,64,22,13,13,14,2,6,835,80,16,11,13,1,744,206,16,5,0,145,42,277,290,151,29,22,929,18,NA,NA,1,7,2,3,791,40,47,10,4,17,62,911,4,1,24,2,11,0,1,7,15,549,369,3,0,0,0,0,1,49,793,70,17,2,6,20,0,1,25
HU15 2EZ,48,74,12,0,0,NA,42,66,0,2,0,15,1,6,31,51,22,22,5,1,0,0,32,37,24,9,150,168,21,17,6,19,3,8,6,15,17,72,74,20,24,14,2,0,55,147,29,3,18,0,177,107,24,7,3,93,10,34,42,32,35,6,315,NA,NA,NA,1,NA,NA,NA,305,2,2,2,0,5,2,294,0,3,0,0,0,0,0,0,21,234,59,0,0,0,0,0,3,22,103,46,18,6,16,34,6,5,2
DA16 3EB,4,41,62,4,3,24,23,47,2,1,12,38,4,3,42,43,26,14,5,0,0,0,11,43,29,25,132,155,18,13,7,13,3,3,2,27,34,64,63,10,21,9,0,0,93,96,26,9,9,0,128,108,39,8,4,45,9,26,37,36,64,16,234,6,7,NA,6,7,10,5,233,0,3,2,3,13,33,208,3,17,2,8,2,0,0,0,51,147,87,4,7,0,9,2,2,29,100,33,19,9,12,23,9,12,7
M28 1FZ,26,104,4,1,1,1,57,63,0,2,1,9,1,0,18,62,25,18,8,1,1,0,41,37,9,12,172,170,9,14,12,26,5,5,6,20,14,55,89,31,41,14,0,1,55,177,28,3,11,2,193,98,34,15,2,116,10,33,35,31,38,13,323,12,3,NA,NA,1,1,2,322,4,2,0,2,6,6,296,2,5,1,0,0,0,0,2,38,275,43,0,3,0,2,0,1,18,115,40,21,5,17,53,6,2,2
