Region,Fascia,Source,Postcode,First Postcode,2 Digit Postcode,Talysis Id,Latitude,Longitude,Station,Owner,Rural/urban,London zone
Wales,COSTCUTTER,TCC,CF37 1SG,CF37,CF,TCC-Z00399,51.59455,-3.325728,,,,
Northern Ireland,COSTCUTTER,TCC,BT34 4HT,BT34,BT,TCC-Z00136,54.11397,-6.03842,,,,
South East England,COSTCUTTER,TCC,RH19 4NU,RH19,RH,TCC-Z00138,51.07495,-0.04334868,,,,
Northern Ireland,COSTCUTTER,TCC,BT13 3BT,BT13,BT,TCC-Z00140,54.60669,-5.961639,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,HU17 7RF,HU17,HU,TCC-Z00141,53.86602,-0.4958005,,,,
West Midlands,COSTCUTTER,TCC,DY4 0SZ,DY4,DY,TCC-Z00144,52.54075,-2.057135,,,,
Northern Ireland,COSTCUTTER,TCC,BT30 6LZ,BT30,BT,TCC-Z00459,54.32645,-5.718231,,,,
South West England,COSTCUTTER,TCC,BH19 2PQ,BH19,BH,TCC-Z00145,50.61055,-1.974946,,,,
South West England,COSTCUTTER,TCC,TR11 5NA,TR11,TR,TCC-Z00414,50.18551,-5.076604,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,HU17 8RX,HU17,HU,TCC-Z00146,53.82204,-0.4824728,,,,
South West England,COSTCUTTER,TCC,TR26 2HZ,TR26,TR,TCC-Z00147,50.20458,-5.491535,,,,
Northern Ireland,COSTCUTTER,TCC,BT41 3SL,BT41,BT,TCC-Z00413,54.76121,-6.503566,,,,
South East England,COSTCUTTER,TCC,DA2 6JB,DA2,DA,TCC-Z00410,51.435,0.2451657,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,YO15 3DZ,YO15,YO,TCC-Z00148,54.08069,-0.1961939,,,,
South West England,COSTCUTTER,TCC,EX16 9LU,EX16,EX,TCC-Z00415,50.99023,-3.4854,,,,
West Midlands,COSTCUTTER,TCC,B68 8JA,B68,B,TCC-Z00373,52.49379,-2.000133,,,,
Scotland,COSTCUTTER,TCC,EH12 5EA,EH12,EH,TCC-Z00382,55.94688,-3.216145,,,,
South East England,COSTCUTTER,TCC,OX14 4BY,OX14,OX,TCC-Z00149,51.63128,-1.285336,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,BD6 1PQ,BD6,BD,TCC-Z00423,53.76692,-1.766912,,,,
Northern Ireland,COSTCUTTER,TCC,BT61 8EA,BT61,BT,TCC-Z00456,54.36952,-6.650039,,,,
South West England,COSTCUTTER,TCC,BS23 3YS,BS23,BS,TCC-Z00451,51.33619,-2.954623,,,,
North West England,COSTCUTTER,TCC,M26 4HD,M26,M,TCC-Z00150,53.57361,-2.338201,,,,
South West England,COSTCUTTER,TCC,BA3 3SA,BA3,BA,TCC-Z00535,51.28962,-2.457835,,,,
Northern Ireland,COSTCUTTER,TCC,BT47 5FX,BT47,BT,TCC-Z00392,54.99545,-7.276788,,,,
Wales,COSTCUTTER,TCC,NP19 9HQ,NP19,NP,TCC-Z00420,51.59466,-2.930453,,,,
Northern Ireland,COSTCUTTER,TCC,BT30 9DQ,BT30,BT,TCC-Z00396,54.39774,-5.75824,,,,
South West England,COSTCUTTER,TCC,EX4 2PR,EX4,EX,TCC-Z00154,50.73179,-3.556831,,,,
West Midlands,COSTCUTTER,TCC,CV11 4TQ,CV11,CV,TCC-Z00155,52.50128,-1.432714,,,,
London,COSTCUTTER,TCC,SE24 9AA,SE24,SE,TCC-Z00350,51.45053,-0.1004899,,,,
Northern Ireland,COSTCUTTER,TCC,BT12 7NA,BT12,BT,TCC-Z00156,54.59289,-5.963737,,,,
South West England,COSTCUTTER,TCC,TR19 7AD,TR19,TR,TCC-Z00470,50.07248,-5.695015,,,,
East of England,COSTCUTTER,TCC,WD19 7NT,WD19,WD,TCC-Z00477,51.62891,-0.4087762,,,,
South West England,COSTCUTTER,TCC,TR16 4LA,TR16,TR,TCC-Z00157,50.26104,-5.288109,,,,
East Midlands,COSTCUTTER,TCC,NG22 0HR,NG22,NG,TCC-Z00159,53.23282,-0.8937814,,,,
South East England,COSTCUTTER,TCC,OX12 8AX,OX12,OX,TCC-Z00160,51.5883,-1.424305,,,,
London,COSTCUTTER,TCC,SW7 1AW,SW7,SW,TCC-Z00469,51.4997,-0.1691017,,,,
East Midlands,COSTCUTTER,TCC,LE5 1DR,LE5,LE,TCC-Z00161,52.64825,-1.061219,,,,
West Midlands,COSTCUTTER,TCC,B68 8NQ,B68,B,TCC-Z00162,52.47979,-2.004432,,,,
South West England,COSTCUTTER,TCC,EX20 1QF,EX20,EX,TCC-Z00163,50.74164,-3.987027,,,,
London,COSTCUTTER,TCC,TW8 0JW,TW8,TW,TCC-Z00165,51.48579,-0.3006852,,,,
West Midlands,COSTCUTTER,TCC,CV35 0SE,CV35,CV,TCC-Z00411,52.09533,-1.504701,,,,
West Midlands,COSTCUTTER,TCC,B25 8DT,B25,B,TCC-Z00166,52.46354,-1.834048,,,,
South West England,COSTCUTTER,TCC,TA2 7BA,TA2,TA,TCC-Z00167,51.03598,-3.101089,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,S8 9GA,S8,S,TCC-Z00168,53.35569,-1.47195,,,,
East of England,COSTCUTTER,TCC,PE29 7AT,PE29,PE,TCC-Z00169,52.34235,-0.1807189,,,,
South East England,COSTCUTTER,TCC,KT19 8RA,KT19,KT,TCC-Z00170,51.34049,-0.2728837,,,,
West Midlands,COSTCUTTER,TCC,B12 0PU,B12,B,TCC-Z00171,52.4712,-1.883615,,,,
North West England,COSTCUTTER,TCC,BL3 1PU,BL3,BL,TCC-Z00387,53.56896,-2.370326,,,,
Northern Ireland,COSTCUTTER,TCC,BT60 2SS,BT60,BT,TCC-Z00172,54.22056,-6.47488,,,,
North West England,COSTCUTTER,TCC,M30 8BD,M30,M,TCC-Z00173,53.4916,-2.361513,,,,
North West England,COSTCUTTER,TCC,BL1 3JB,BL1,BL,TCC-Z00176,53.59167,-2.443677,,,,
South West England,COSTCUTTER,TCC,EX22 7SS,EX22,EX,TCC-Z00177,50.90139,-4.384322,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,HG1 3EY,HG1,HG,TCC-Z00179,54.00515,-1.5428,,,,
Northern Ireland,COSTCUTTER,TCC,BT49 9PZ,BT49,BT,TCC-Z00180,55.04264,-7.040807,,,,
Scotland,COSTCUTTER,TCC,KY16 8EG,KY16,KY,TCC-Z00181,56.33199,-2.794551,,,,
Wales,COSTCUTTER,TCC,CH8 7SJ,CH8,CH,TCC-Z00476,53.26275,-3.210734,,,,
South West England,COSTCUTTER,TCC,EX35 6HW,EX35,EX,TCC-Z00182,51.23014,-3.835863,,,,
South West England,COSTCUTTER,TCC,EX39 1AR,EX39,EX,TCC-Z00184,51.04042,-4.213051,,,,
Scotland,COSTCUTTER,TCC,FK3 9BU,FK3,FK,TCC-Z00379,56.01526,-3.706941,,,,
South West England,COSTCUTTER,TCC,GL20 7SP,GL20,GL,TCC-Z00536,51.97993,-2.141793,,,,
Northern Ireland,COSTCUTTER,TCC,BT93 1TF,BT93,BT,TCC-Z00188,54.52182,-7.721992,,,,
West Midlands,COSTCUTTER,TCC,DY11 6NN,DY11,DY,TCC-Z00385,52.37746,-2.267475,,,,
East of England,COSTCUTTER,TCC,WD18 0PR,WD18,WD,TCC-Z00189,51.65409,-0.3992933,,,,
West Midlands,COSTCUTTER,TCC,DY9 8LQ,DY9,DY,TCC-Z00190,52.45708,-2.113302,,,,
South East England,COSTCUTTER,TCC,ME5 0HD,ME5,ME,TCC-Z00377,51.35982,0.5307813,,,,
North West England,COSTCUTTER,TCC,M28 1FZ,M28,M,TCC-Z00191,53.5037,-2.411368,,,,
West Midlands,COSTCUTTER,TCC,B14 6ND,B14,B,TCC-Z00193,52.41665,-1.9079,,,,
North West England,COSTCUTTER,TCC,CH44 9DG,CH44,CH,TCC-Z00194,53.41194,-3.034385,,,,
North West England,COSTCUTTER,TCC,OL4 4NW,OL4,OL,TCC-Z00198,53.54103,-2.064923,,,,
South West England,COSTCUTTER,TCC,EX32 8EE,EX32,EX,TCC-Z00199,51.07691,-4.042147,,,,
South West England,COSTCUTTER,TCC,PL11 2PX,PL11,PL,TCC-Z00200,50.37649,-4.213599,,,,
Northern Ireland,COSTCUTTER,TCC,BT65 5AU,BT65,BT,TCC-Z00520,54.45152,-6.361784,,,,
South West England,COSTCUTTER,TCC,EX7 9HB,EX7,EX,TCC-Z00202,50.5815,-3.471539,,,,
West Midlands,COSTCUTTER,TCC,B98 7RY,B98,B,TCC-Z00203,52.28733,-1.915381,,,,
Scotland,COSTCUTTER,TCC,KY4 0EP,KY4,KY,TCC-Z00349,56.13241,-3.389591,,,,
West Midlands,SIMPLYFRESH,TCC,B32 4HB,B32,B,TCC-Z00205,52.43373,-2.005781,,,,
Northern Ireland,COSTCUTTER,TCC,BT71 7DH,BT71,BT,TCC-Z00424,54.48549,-6.753153,,,,
London,COSTCUTTER,TCC,W5 3TJ,W5,W,TCC-Z00206,51.51336,-0.2983623,,,,
London,SIMPLYFRESH,TCC,E2 0QY,E2,E,TCC-Z00207,51.5295,-0.04636955,,,,
Wales,COSTCUTTER,TCC,SA2 8PP,SA2,SA,TCC-Z00517,51.60962,-3.98063,,,,
East Midlands,COSTCUTTER,TCC,DE21 7DJ,DE21,DE,TCC-Z00363,52.92442,-1.391443,,,,
South West England,COSTCUTTER,TCC,TQ12 2BG,TQ12,TQ,TCC-Z00209,50.53106,-3.604367,,,,
West Midlands,COSTCUTTER,TCC,B62 9DJ,B62,B,TCC-Z00210,52.46996,-2.032577,,,,
Wales,COSTCUTTER,TCC,CH5 3LZ,CH5,CH,TCC-Z00466,53.16459,-3.038852,,,,
London,COSTCUTTER,TCC,IG11 0NZ,IG11,IG,TCC-Z00212,51.52879,0.1046788,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,YO11 2LW,YO11,YO,TCC-Z00213,54.27317,-0.4031022,,,,
London,COSTCUTTER,TCC,UB2 5RB,UB2,UB,TCC-Z00214,51.49103,-0.3730467,,,,
South West England,COSTCUTTER,TCC,BS34 7AP,BS34,BS,TCC-Z00215,51.51287,-2.566981,,,,
East Midlands,COSTCUTTER,TCC,NN4 8DW,NN4,NN,TCC-Z00216,52.22773,-0.90089,,,,
Yorkshire and the Humber,Costcutter,TCC,YO12 7JU,YO12,YO,TCC-Z00554,54.2834,-0.4126608,,,,
South East England,COSTCUTTER,TCC,PO14 1AS,PO14,PO,TCC-Z00217,50.8343,-1.188356,,,,
South West England,COSTCUTTER,TCC,PL11 2PD,PL11,PL,TCC-Z00218,50.37402,-4.223217,,,,
South East England,COSTCUTTER,TCC,PO12 3BY,PO12,PO,TCC-Z00446,50.80273,-1.160691,,,,
South West England,COSTCUTTER,TCC,TQ6 0HJ,TQ6,TQ,TCC-Z00220,50.3575,-3.583057,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,HG3 2SE,HG3,HG,TCC-Z00433,53.99496,-1.597976,,,,
Northern Ireland,COSTCUTTER,TCC,BT44 0RS,BT44,BT,TCC-Z00221,55.07979,-6.067995,,,,
Wales,KWIKSAVE,TCC,LL57 1YA,LL57,LL,TCC-Z00222,53.22854,-4.122408,,,,
Scotland,COSTCUTTER,TCC,PA3 4RL,PA3,PA,TCC-Z00223,55.8527,-4.411898,,,,
East Midlands,COSTCUTTER,TCC,PE25 2BJ,PE25,PE,TCC-Z00224,53.1451,0.3345709,,,,
West Midlands,COSTCUTTER,TCC,B26 2RL,B26,B,TCC-Z00225,52.46229,-1.783128,,,,
South West England,COSTCUTTER,TCC,TQ5 8LB,TQ5,TQ,TCC-Z00226,50.39673,-3.524087,,,,
South West England,COSTCUTTER,TCC,TA6 5DF,TA6,TA,TCC-Z00524,51.12388,-2.980275,,,,
South East England,COSTCUTTER,TCC,ME4 4UG,ME4,ME,TCC-Z00227,51.39244,0.5333721,,,,
London,COSTCUTTER,TCC,DA16 3EB,DA16,DA,TCC-Z00383,51.46845,0.1100789,,,,
South West England,COSTCUTTER,TCC,EX2 6AU,EX2,EX,TCC-Z00229,50.71183,-3.503337,,,,
West Midlands,Costcutter,TCC,WV10 9QY,WV10,WV,TCC-Z00555,52.60494,-2.105962,,,,
North West England,COSTCUTTER,TCC,M46 0PW,M46,M,TCC-Z00231,53.515,-2.509622,,,,
Northern Ireland,YOURSTORE,TCC,BT11 9AP,BT11,BT,TCC-Z00540,54.57608,-5.978648,,,,
Northern Ireland,COSTCUTTER,TCC,BT11 8LA,BT11,BT,TCC-Z00233,54.57917,-5.992988,,,,
Northern Ireland,SUPERSHOP,TCC,BT4 3EN,BT4,BT,TCC-Z00512,54.59727,-5.884566,,,,
Northern Ireland,SUPERSHOP,TCC,BT12 6FX,BT12,BT,TCC-Z00234,54.58868,-5.953287,,,,
Northern Ireland,SUPERSHOP,TCC,BT28 3EZ,BT28,BT,TCC-Z00366,54.52568,-6.077285,,,,
Northern Ireland,YOURSTORE,TCC,BT62 3BE,BT62,BT,TCC-Z00235,54.41713,-6.443742,,,,
Northern Ireland,SUPERSHOP,TCC,BT22 1LR,BT22,BT,TCC-Z00236,54.38158,-5.546697,,,,
Scotland,Mace,TCC,IV40 8AE,IV40,IV,TCC-Z00556,57.28082,-5.71523,,,,
Wales,MACE,TCC,LL60 6LU,LL60,LL,TCC-Z00237,53.18812,-4.331469,,,,
North West England,MACE,TCC,M25 9RY,M25,M,TCC-Z00238,53.52129,-2.284783,,,,
East Midlands,MACE,TCC,LE9 6PW,LE9,LE,TCC-Z00239,52.52404,-1.214872,,,,
West Midlands,MACE,TCC,CV2 2AA,CV2,CV,TCC-Z00465,52.44046,-1.457901,,,,
East Midlands,MACE,TCC,NN1 2QL,NN1,NN,TCC-Z00240,52.23747,-0.8964758,,,,
East of England,COSTCUTTER,TCC,IP26 5HG,IP26,IP,TCC-Z00242,52.51277,0.655545,,,,
East of England,MACE,TCC,NR12 9QG,NR12,NR,TCC-Z00515,52.76605,1.530607,,,,
East of England,COSTCUTTER,TCC,CB9 0EP,CB9,CB,TCC-Z00494,52.07963,0.4487217,,,,
South East England,MACE,TCC,TN30 6PR,TN30,TN,TCC-Z00244,51.08504,0.6918794,,,,
West Midlands,MACE,TCC,WR6 6PA,WR6,WR,TCC-Z00246,52.23785,-2.363137,,,,
South West England,MACE,TCC,EX36 3DB,EX36,EX,TCC-Z00514,51.01834,-3.831047,,,,
South West England,MACE,TCC,EX2 4AB,EX2,EX,TCC-Z00247,50.71883,-3.532403,,,,
South West England,MACE,TCC,SP8 5BD,SP8,SP,TCC-Z00248,51.07549,-2.321756,,,,
South East England,COSTCUTTER,TCC,BN25 2PF,BN25,BN,TCC-Z00250,50.776,0.09306942,,,,
North West England,COSTCUTTER,TCC,PR3 0RE,PR3,PR,TCC-Z00254,53.85338,-2.74609,,,,
East Midlands,MACE,TCC,NG25 0UL,NG25,NG,TCC-Z00255,53.05147,-0.903428,,,,
North West England,COSTCUTTER,TCC,FY1 4AB,FY1,FY,TCC-Z00257,53.81219,-3.046283,,,,
South West England,MACE,TCC,BH20 5EE,BH20,BH,TCC-Z00259,50.63644,-2.054445,,,,
West Midlands,SIMPLYFRESH,TCC,B5 4EG,B5,B,TCC-Z00260,52.47633,-1.897706,,,,
London,COSTCUTTER,TCC,RM13 9BB,RM13,RM,TCC-Z00261,51.52004,0.2012146,,,,
South West England,COSTCUTTER,TCC,GL20 5EN,GL20,GL,TCC-Z00361,51.98524,-2.151872,,,,
North West England,COSTCUTTER,TCC,M27 5XB,M27,M,TCC-Z00262,53.51002,-2.336156,,,,
West Midlands,SIMPLYFRESH,TCC,CV12 9BG,CV12,CV,TCC-Z00264,52.48481,-1.4636,,,,
Northern Ireland,COSTCUTTER,TCC,BT63 5DW,BT63,BT,TCC-Z00441,54.42332,-6.419395,,,,
North West England,COSTCUTTER,TCC,BL0 9UT,BL0,BL,TCC-Z00421,53.62642,-2.326195,,,,
London,COSTCUTTER,TCC,UB10 9DA,UB10,UB,TCC-Z00265,51.5448,-0.4400215,,,,
North West England,COSTCUTTER,TCC,WN6 8JP,WN6,WN,TCC-Z00266,53.56102,-2.665977,,,,
Northern Ireland,COSTCUTTER,TCC,BT47 4HR,BT47,BT,TCC-Z00454,54.91177,-7.156328,,,,
Northern Ireland,COSTCUTTER,TCC,BT53 8QN,BT53,BT,TCC-Z00269,55.15422,-6.410474,,,,
Yorkshire and the Humber,COSTCUTTER,TCC,S63 6RR,S63,S,TCC-Z00270,53.50221,-1.351377,,,,
South West England,COSTCUTTER,TCC,PL2 2ND,PL2,PL,TCC-Z00272,50.39195,-4.165836,,,,
Northern Ireland,COSTCUTTER,TCC,BT27 5DD,BT27,BT,TCC-Z00273,54.51066,-6.02586,,,,
North East England,MACE,TCC,TS12 3AA,TS12,TS,TCC-Z00276,54.54355,-0.9821673,,,,
Northern Ireland,COSTCUTTER,TCC,BT34 4JP,BT34,BT,TCC-Z00277,54.04516,-6.033066,,,,
North West England,COSTCUTTER,TCC,M29 7DY,M29,M,TCC-Z00278,53.49924,-2.460605,,,,
West Midlands,COSTCUTTER,TCC,B60 4NA,B60,B,TCC-Z00280,52.30219,-2.085438,,,,
London,SIMPLYFRESH,TCC,SW7 4QT,SW7,SW,TCC-Z00281,51.49808,-0.1840493,,,,
North West England,TODAYS,TT,WA4 2XT,WA4,WA,TT-00001,53.38097,-2.544265,,,,
Yorkshire and the Humber,TODAYS,TT,BD2 3LW,BD2,BD,TT-H63,53.8065,-1.719909,,,,
Yorkshire and the Humber,TODAYS,TT,DN33 2LY,DN33,DN,TT-00002,53.53735,-0.09300385,,,,
Scotland,KEYSTORE,TT,PA19 1RD,PA19,PA,TT-H01,55.95913,-4.815898,,,,
Yorkshire and the Humber,TODAYS,TT,DN36 4QL,DN36,DN,TT-G14,53.52516,-0.0614325,,,,
Yorkshire and the Humber,TODAYS,TT,DN5 0JR,DN5,DN,TT-G39,53.55607,-1.1498,,,,
Yorkshire and the Humber,INDEPENDENT,TT,S65 3PF,S65,S,TT-G32,53.43557,-1.318418,,,,
Yorkshire and the Humber,TODAYS,TT,DN35 7RN,DN35,DN,TT-F99,53.56839,-0.05441137,,,,
Yorkshire and the Humber,INDEPENDENT,TT,DN32 8DP,DN32,DN,TT-F64,53.56324,-0.06340579,,,,
Yorkshire and the Humber,INDEPENDENT,TT,S65 4LH,S65,S,TT-G08,53.4389,-1.263674,,,,
Yorkshire and the Humber,DAY TODAY,TT,YO26 4XU,YO26,YO,TT-A96,53.96281,-1.107359,,,,
Yorkshire and the Humber,TODAYS,TT,DN35 7JR,DN35,DN,TT-G34,53.56479,-0.03992927,,,,
East Midlands,TODAYS,TT,LN13 9AX,LN13,LN,TT-E87,53.25756,0.1773435,,,,
Yorkshire and the Humber,TODAYS,TT,DN35 7QZ,DN35,DN,TT-G22,53.56595,-0.04656542,,,,
Yorkshire and the Humber,TODAYS,TT,HU8 9QA,HU8,HU,TT-E21,53.78115,-0.2656197,,,,
East Midlands,DAY TODAY,TT,LN11 7SB,LN11,LN,TT-H80,53.4184,0.1881118,,,,
Yorkshire and the Humber,TODAYS,TT,DN16 2HF,DN16,DN,TT-G38,53.57209,-0.6461431,,,,
Yorkshire and the Humber,TODAYS,TT,DN32 0JY,DN32,DN,TT-G84,53.55741,-0.07943474,,,,
North West England,TODAYS,TT,CH41 2TL,CH41,CH,TT-B04,53.38725,-3.032839,,,,
Yorkshire and the Humber,TODAYS,TT,S60 1DF,S60,S,TT-G94,53.42513,-1.36307,,,,
Yorkshire and the Humber,TODAYS,TT,HU13 0SB,HU13,HU,TT-E02,53.72349,-0.4382951,,,,
East Midlands,TODAYS,TT,PE9 1SU,PE9,PE,TT-G03,52.66163,-0.475038,,,,
East Midlands,TODAYS,TT,PE9 2AJ,PE9,PE,TT-G49,52.65191,-0.4807424,,,,
North West England,TODAYS,TT,L34 5QE,L34,L,TT-B07,53.42874,-2.804672,,,,
North West England,TODAYS,TT,FY7 6JZ,FY7,FY,TT-B08,53.92228,-3.01261,,,,
Yorkshire and the Humber,DAY TODAY,TT,HU8 8RD,HU8,HU,TT-F73,53.75654,-0.3095463,,,,
North West England,TODAYS,TT,CH62 1BH,CH62,CH,TT-E86,53.363,-2.994954,,,,
East Midlands,TODAYS,TT,DN21 5TX,DN21,DN,TT-E04,53.39563,-0.5773642,,,,
Yorkshire and the Humber,TODAYS,TT,HU9 3TN,HU9,HU,TT-H22,53.75772,-0.2942085,,,,
Yorkshire and the Humber,TODAYS,TT,DN35 7RZ,DN35,DN,TT-F71,53.56492,-0.0574551,,,,
East Midlands,INDEPENDENT,TT,LN8 2HF,LN8,LN,TT-G90,53.38096,-0.4939459,,,,
Yorkshire and the Humber,PREMIER,TT,YO26 6HN,YO26,YO,TT-E89,53.98534,-1.148709,,,,
Yorkshire and the Humber,TODAYS,TT,DN33 2LY,DN33,DN,TT-G53,53.53735,-0.09300385,,,,
Yorkshire and the Humber,TODAYS,TT,DN31 2RW,DN31,DN,TT-F83,53.57336,-0.1019259,,,,
East Midlands,TODAYS,TT,DE24 8EF,DE24,DE,TT-F63,52.89952,-1.467876,,,,
Yorkshire and the Humber,TODAYS,TT,HU1 3PE,HU1,HU,TT-G25,53.74386,-0.3420673,,,,
Yorkshire and the Humber,TODAYS,TT,LS15 4JQ,LS15,LS,TT-F72,53.83109,-1.394702,,,,
Yorkshire and the Humber,UNKNOWN FASCIA,TT,HU15 1JP,HU15,HU,TT-00003,53.73919,-0.569654,,,,
Wales,TODAYS,TT,LL22 9EP,LL22,LL,TT-G77,53.30252,-3.540026,,,,
Yorkshire and the Humber,TODAYS,TT,YO25 6DE,YO25,YO,TT-F74,54.0077,-0.4387823,,,,
Yorkshire and the Humber,TODAYS,TT,HU7 4TA,HU7,HU,TT-H26,53.78075,-0.3053557,,,,
North West England,TODAYS,TT,L14 9PJ,L14,L,TT-H27,53.41986,-2.875632,,,,
North West England,TODAYS,TT,L34 5QE,L34,L,TT-H29,53.42874,-2.804672,,,,
Yorkshire and the Humber,TODAYS,TT,S71 5PN,S71,S,TT-H30,53.55809,-1.43811,,,,
North West England,TODAYS,TT,M34 2AF,M34,M,TT-H34,53.45601,-2.118194,,,,
Yorkshire and the Humber,TODAYS,TT,DN32 8NG,DN32,DN,TT-H35,53.55638,-0.04952771,,,,
North West England,TODAYS,TT,L14 7QH,L14,L,TT-H69,53.41599,-2.881646,,,,
Yorkshire and the Humber,TODAYS,TT,DN15 9NE,DN15,DN,TT-H82,53.68671,-0.5909527,,,,
Yorkshire and the Humber,TODAYS,TT,HU8 9DA,HU8,HU,TT-H76,53.76813,-0.2838783,,,,
Yorkshire and the Humber,TODAYS,TT,HU17 7HZ,HU17,HU,TT-H92,53.85244,-0.4380444,,,,
East Midlands,INDEPENDENT,TT,LN11 7HX,LN11,LN,TT-H83,53.45267,0.07953415,,,,
North East England,TODAYS,TT,NE2 1BB,NE2,NE,TT-00005,54.97979,-1.59775,,,,
North East England,TODAYS,TT,NE7 7EE,NE7,NE,TT-00006,55.00809,-1.578783,,,,
North East England,TODAYS,TT,NE10 8XQ,NE10,NE,TT-00007,54.94057,-1.545382,,,,
Yorkshire and the Humber,UNKNOWN FASCIA,TT,HU9 3NE,HU9,HU,TT-00008,53.76315,-0.2762986,,,,
Scotland,KEYSTORE,TT,FK20 8RY,FK20,FK,TT-F39,56.43585,-4.71096,,,,
Scotland,TODAYS,TT,KA18 3RB,KA18,KA,TT-H88,55.52148,-4.066794,,,,
Scotland,KEYSTORE,TT,G13 3JG,G13,G,TT-00009,55.89682,-4.357594,,,,
Scotland,KEYSTORE,TT,EH12 5EA,EH12,EH,TT-00010,55.94688,-3.216145,,,,
Scotland,KEYSTORE,TT,FK2 0ZL,FK2,FK,TT-00011,55.97473,-3.708617,,,,
Scotland,KEYSTORE,TT,KA3 7AU,KA3,KA,TT-00012,55.61009,-4.48563,,,,
Scotland,KEYSTORE,TT,KY8 1HG,KY8,KY,TT-00013,56.17752,-3.039486,,,,
Scotland,KEYSTORE,TT,KA3 1JL,KA3,KA,TT-00014,55.61828,-4.501523,,,,
Scotland,UNKNOWN FASCIA,TT,FK3 9EG,FK3,FK,TT-00015,56.01005,-3.710192,,,,
Scotland,KEYSTORE,TT,PH1 5UN,PH1,PH,TT-00016,56.39682,-3.431467,,,,
Scotland,UNKNOWN FASCIA,TT,G67 2PL,G67,G,TT-H02,55.94164,-3.981932,,,,
Scotland,KEYSTORE,TT,ML11 7AZ,ML11,ML,TT-F50,55.67759,-3.774075,,,,
Scotland,KEYSTORE,TT,PA5 0PG,PA5,PA,TT-E95,55.82221,-4.536682,,,,
Scotland,KEYSTORE,TT,PA3 2PP,PA3,PA,TT-G04,55.85604,-4.427413,,,,
Scotland,KEYSTORE,TT,PA2 7JD,PA2,PA,TT-G58,55.83244,-4.402929,,,,
Scotland,KEYSTORE,TT,KA11 4AQ,KA11,KA,TT-G52,55.61017,-4.616389,,,,
Scotland,KEYSTORE,TT,G32 8HX,G32,G,TT-E08,55.83682,-4.16025,,,,
Scotland,KEYSTORE,TT,G13 4JG,G13,G,TT-00017,55.89611,-4.376538,,,,
Scotland,KEYSTORE,TT,KA3 1NT,KA3,KA,TT-G40,55.62169,-4.502757,,,,
Scotland,KEYSTORE,TT,G82 1PQ,G82,G,TT-G64,55.94372,-4.571787,,,,
Scotland,KEYSTORE,TT,KY2 6YL,KY2,KY,TT-E94,56.12618,-3.203781,,,,
Scotland,KEYSTORE,TT,PA2 8JG,PA2,PA,TT-F38,55.82077,-4.424688,,,,
Scotland,KEYSTORE,TT,ML2 9AB,ML2,ML,TT-00018,55.78774,-3.866209,,,,
Scotland,KEYSTORE,TT,KA5 5RB,KA5,KA,TT-G28,55.5133,-4.484924,,,,
Scotland,KEYSTORE,TT,G78 1SN,G78,G,TT-F68,55.80156,-4.387287,,,,
Scotland,KEYSTORE,TT,FK4 1PL,FK4,FK,TT-G46,56.00674,-3.887904,,,,
Scotland,KEYSTORE,TT,AB15 9SQ,AB15,AB,TT-E11,57.11864,-2.17648,,,,
Scotland,KEYSTORE,TT,KY8 5JZ,KY8,KY,TT-E96,56.20947,-3.046622,,,,
Scotland,KEYSTORE,TT,PA15 1DD,PA15,PA,TT-H04,55.94679,-4.752833,,,,
Scotland,KEYSTORE,TT,ML5 1PX,ML5,ML,TT-F78,55.86259,-4.034714,,,,
Scotland,KEYSTORE,TT,AB45 1EP,AB45,AB,TT-G79,57.66678,-2.531325,,,,
Scotland,KEYSTORE,TT,G61 1NL,G61,G,TT-H05,55.90816,-4.337978,,,,
Scotland,KEYSTORE,TT,DG8 0PW,DG8,DG,TT-F94,54.87864,-4.811175,,,,
Scotland,KEYSTORE,TT,EH31 2AD,EH31,EH,TT-H74,56.035,-2.831687,,,,
Scotland,KEYSTORE,TT,KY5 0PD,KY5,KY,TT-F49,56.14276,-3.253322,,,,
North East England,KEYSTORE,TT,NE32 4LZ,NE32,NE,TT-B10,54.95497,-1.47781,,,,
Scotland,KEYSTORE,TT,PA1 2SP,PA1,PA,TT-G63,55.8449,-4.436063,,,,
Scotland,KEYSTORE,TT,G81 3NQ,G81,G,TT-F61,55.91618,-4.413551,,,,
Scotland,UNKNOWN FASCIA,TT,G81 5EH,G81,G,TT-G51,55.9298,-4.389007,,,,
Scotland,KEYSTORE,TT,DG9 0AZ,DG9,DG,TT-F34,54.90476,-5.041412,,,,
Scotland,KEYSTORE,TT,AB25 1NX,AB25,AB,TT-G72,57.14893,-2.109871,,,,
Scotland,KEYSTORE,TT,G75 8RQ,G75,G,TT-H06,55.76187,-4.220308,,,,
Scotland,KEYSTORE,TT,FK2 0XF,FK2,FK,TT-G99,55.9868,-3.718094,,,,
