Region,Fascia,Source,Postcode,First Postcode,2 Digit Postcode,Talysis Id,Latitude,Longitude,Station,Owner,Rural/urban,London zone
West Midlands,INDEPENDENT,TPT,B44 0XE,B44,B,TPT-01675,52.54769,-1.87458,,,,
North West England,INDEPENDENT,TPT,M40 0AY,M40,M,TPT-01676,53.51245,-2.181278,,,,
South East England,INDEPENDENT,TPT,BN14 7BL,BN14,BN,TPT-01677,50.82379,-0.3750225,,,,
Wales,INDEPENDENT,TPT,SA10 8NW,SA10,SA,TPT-01678,51.7295,-3.747007,,,,
Scotland,INDEPENDENT,TPT,AB24 5HD,AB24,AB,TPT-01679,57.15041,-2.088737,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD3 3PP,HD3,HD,TPT-01680,53.65865,-1.834316,,,,
London,INDEPENDENT,TPT,NW8 0AE,NW8,NW,TPT-01681,51.53752,-0.1844699,,,,
South East England,INDEPENDENT,TPT,CT9 3PW,CT9,CT,TPT-01682,51.38622,1.403157,,,,
East Midlands,COSTCUTTER,TPT,LE5 0EG,LE5,LE,TPT-01683,52.64131,-1.111201,,,,
North East England,INDEPENDENT,TPT,NE28 9HA,NE28,NE,TPT-01684,55.00509,-1.543997,,,,
North East England,INDEPENDENT,TPT,SR7 8NS,SR7,SR,TPT-01685,54.83587,-1.353566,,,,
South East England,COSTCUTTER,TPT,OX7 5JB,OX7,OX,TPT-01686,51.93355,-1.55182,,,,
Scotland,INDEPENDENT,TPT,DD9 7AH,DD9,DD,TPT-01687,56.73141,-2.653723,,,,
Northern Ireland,INDEPENDENT,TPT,BT33 0EY,BT33,BT,TPT-01688,54.19908,-5.88909,,,,
North East England,INDEPENDENT,TPT,TS26 8EE,TS26,TS,TPT-01689,54.68693,-1.22678,,,,
North West England,INDEPENDENT,TPT,OL1 4LQ,OL1,OL,TPT-01690,53.55184,-2.091549,,,,
Scotland,INDEPENDENT,TPT,IV1 1NH,IV1,IV,TPT-01691,57.48045,-4.225148,,,,
North West England,INDEPENDENT,TPT,L15 4LH,L15,L,TPT-01692,53.40171,-2.934656,,,,
Northern Ireland,INDEPENDENT,TPT,BT48 6NP,BT48,BT,TPT-01693,54.98994,-7.333675,,,,
London,INDEPENDENT,TPT,SE5 8QU,SE5,SE,TPT-01694,51.4738,-0.0913445,,,,
East Midlands,INDEPENDENT,TPT,LE11 1SN,LE11,LE,TPT-01695,52.77083,-1.197872,,,,
London,INDEPENDENT,TPT,N15 3LH,N15,N,TPT-01696,51.59058,-0.1012942,,,,
South West England,INDEPENDENT,TPT,GL52 7SB,GL52,GL,TPT-01697,51.95381,-2.120394,,,,
Scotland,INDEPENDENT,TPT,G20 7SD,G20,G,TPT-01698,55.88305,-4.272092,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD8 8BB,BD8,BD,TPT-01699,53.8057,-1.771739,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF10 4BA,WF10,WF,TPT-01700,53.72349,-1.345083,,,,
East Midlands,INDEPENDENT,TPT,S21 1DX,S21,S,TPT-01701,53.32501,-1.321367,,,,
Scotland,INDEPENDENT,TPT,EH10 4DF,EH10,EH,TPT-01702,55.9361,-3.209628,,,,
Wales,INDEPENDENT,TPT,SA11 4LG,SA11,SA,TPT-01703,51.71345,-3.69736,,,,
North East England,INDEPENDENT,TPT,NE15 8PL,NE15,NE,TPT-01704,54.98337,-1.743676,,,,
East of England,INDEPENDENT,TPT,CO13 0AA,CO13,CO,TPT-01705,51.83817,1.246807,,,,
London,INDEPENDENT,TPT,N3 3LN,N3,N,TPT-01706,51.59437,-0.1992117,,,,
London,INDEPENDENT,TPT,NW10 1NU,NW10,NW,TPT-01707,51.55283,-0.2380964,,,,
Wales,INDEPENDENT,TPT,LL29 9PR,LL29,LL,TPT-01708,53.2891,-3.697129,,,,
London,INDEPENDENT,TPT,SE18 2BH,SE18,SE,TPT-01709,51.47908,0.1029367,,,,
East Midlands,INDEPENDENT,TPT,LE65 1AF,LE65,LE,TPT-01710,52.74693,-1.472551,,,,
Northern Ireland,INDEPENDENT,TPT,BT23 4QH,BT23,BT,TPT-01711,54.58958,-5.709433,,,,
Scotland,INDEPENDENT,TPT,HS2 0BW,HS2,HS,TPT-01712,58.20246,-6.268726,,,,
Scotland,INDEPENDENT,TPT,AB22 8BD,AB22,AB,TPT-01713,57.17692,-2.12398,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HD8 0QS,HD8,HD,TPT-01714,53.61754,-1.705876,,,,
London,INDEPENDENT,TPT,SE23 1HH,SE23,SE,TPT-01715,51.44244,-0.04718021,,,,
North West England,INDEPENDENT,TPT,L23 9SL,L23,L,TPT-01716,53.489,-3.008799,,,,
North East England,INDEPENDENT,TPT,NE31 1XQ,NE31,NE,TPT-01717,54.97297,-1.516553,,,,
London,INDEPENDENT,TPT,TW1 4AW,TW1,TW,TPT-01718,51.44495,-0.3325361,,,,
North West England,INDEPENDENT,TPT,M34 5BL,M34,M,TPT-01719,53.46558,-2.116021,,,,
London,INDEPENDENT,TPT,UB1 1ND,UB1,UB,TPT-01720,51.51262,-0.3875969,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF17 7RF,WF17,WF,TPT-01721,53.70895,-1.657291,,,,
Scotland,INDEPENDENT,TPT,KY11 4XJ,KY11,KY,TPT-01722,56.06155,-3.422213,,,,
South West England,INDEPENDENT,TPT,SN2 2AA,SN2,SN,TPT-01723,51.56293,-1.799891,,,,
East Midlands,INDEPENDENT,TPT,NG33 5QB,NG33,NG,TPT-01724,52.76238,-0.6280985,,,,
London,INDEPENDENT,TPT,SE26 5QF,SE26,SE,TPT-01725,51.42594,-0.05176788,,,,
West Midlands,INDEPENDENT,TPT,B45 8UU,B45,B,TPT-01726,52.38304,-2.002806,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF17 9DJ,WF17,WF,TPT-01727,53.73951,-1.659119,,,,
North West England,INDEPENDENT,TPT,OL2 5EB,OL2,OL,TPT-01728,53.56266,-2.135884,,,,
West Midlands,INDEPENDENT,TPT,B66 4DP,B66,B,TPT-01729,52.48113,-1.969094,,,,
South East England,INDEPENDENT,TPT,RG6 7EB,RG6,RG,TPT-01730,51.4393,-0.9144337,,,,
London,INDEPENDENT,TPT,SE20 8HU,SE20,SE,TPT-01731,51.41556,-0.05475446,,,,
North East England,INDEPENDENT,TPT,NE10 8LU,NE10,NE,TPT-01732,54.93341,-1.557979,,,,
South West England,INDEPENDENT,TPT,BH1 4HT,BH1,BH,TPT-01733,50.72901,-1.842608,,,,
East Midlands,INDEPENDENT,TPT,NN16 9HX,NN16,NN,TPT-01734,52.40584,-0.7274759,,,,
London,INDEPENDENT,TPT,HA2 7SJ,HA2,HA,TPT-01735,51.58432,-0.3620813,,,,
Wales,INDEPENDENT,TPT,CF48 4DT,CF48,CF,TPT-01736,51.71206,-3.347833,,,,
South East England,INDEPENDENT,TPT,HP19 8AT,HP19,HP,TPT-01737,51.82134,-0.8193403,,,,
Scotland,INDEPENDENT,TPT,KA1 4PU,KA1,KA,TPT-01738,55.58412,-4.49435,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S2 5AT,S2,S,TPT-01739,53.38363,-1.447129,,,,
Scotland,LIFESTYLE,TPT,G45 0EE,G45,G,TPT-01740,55.80683,-4.218527,,,,
Scotland,INDEPENDENT,TPT,KY13 9HN,KY13,KY,TPT-01741,56.21192,-3.330552,,,,
London,INDEPENDENT,TPT,SW15 1SR,SW15,SW,TPT-01742,51.46367,-0.2153599,,,,
London,INDEPENDENT,TPT,SM1 2EZ,SM1,SM,TPT-01743,51.36766,-0.206453,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HX6 2EL,HX6,HX,TPT-01744,53.71069,-1.912969,,,,
South West England,INDEPENDENT,TPT,SN15 3LL,SN15,SN,TPT-01745,51.45983,-2.105585,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF13 2NX,WF13,WF,TPT-01746,53.69401,-1.634604,,,,
East of England,INDEPENDENT,TPT,NR2 1JX,NR2,NR,TPT-01747,52.62979,1.296555,,,,
South East England,INDEPENDENT,TPT,SL3 9HW,SL3,SL,TPT-01748,51.48097,-0.5664832,,,,
West Midlands,INDEPENDENT,TPT,WV14 0EP,WV14,WV,TPT-01749,52.56389,-2.080031,,,,
East of England,INDEPENDENT,TPT,IP12 3BS,IP12,IP,TPT-01750,52.02472,1.414321,,,,
Scotland,INDEPENDENT,TPT,EH22 2HU,EH22,EH,TPT-01751,55.89178,-3.046606,,,,
South West England,INDEPENDENT,TPT,BS15 1BH,BS15,BS,TPT-01752,51.46212,-2.522708,,,,
West Midlands,INDEPENDENT,TPT,WV10 0UG,WV10,WV,TPT-01753,52.59838,-2.104794,,,,
Wales,INDEPENDENT,TPT,LL68 0SB,LL68,LL,TPT-01754,53.39213,-4.454678,,,,
East Midlands,INDEPENDENT,TPT,NG5 8GA,NG5,NG,TPT-01755,53.01225,-1.115584,,,,
North East England,INDEPENDENT,TPT,TS6 0DE,TS6,TS,TPT-01756,54.56469,-1.165329,,,,
West Midlands,INDEPENDENT,TPT,WS10 9BL,WS10,WS,TPT-01757,52.55979,-2.012215,,,,
North East England,INDEPENDENT,TPT,NE31 1SU,NE31,NE,TPT-01758,54.98265,-1.507156,,,,
Northern Ireland,INDEPENDENT,TPT,BT42 3AN,BT42,BT,TPT-01759,54.8591,-6.273878,,,,
North West England,INDEPENDENT,TPT,CH41 0AT,CH41,CH,TPT-01760,53.39886,-3.056297,,,,
Wales,INDEPENDENT,TPT,CF11 7AY,CF11,CF,TPT-01761,51.46628,-3.178187,,,,
East Midlands,INDEPENDENT,TPT,DE1 1DU,DE1,DE,TPT-01762,52.92555,-1.490227,,,,
South East England,INDEPENDENT,TPT,GU14 6EN,GU14,GU,TPT-01763,51.27569,-0.747832,,,,
South East England,INDEPENDENT,TPT,SL2 1JD,SL2,SL,TPT-01764,51.5285,-0.616269,,,,
London,INDEPENDENT,TPT,IG4 5DR,IG4,IG,TPT-01765,51.57694,0.05966493,,,,
London,INDEPENDENT,TPT,E16 2RL,E16,E,TPT-01766,51.50107,0.07240851,,,,
North West England,INDEPENDENT,TPT,PR1 1FB,PR1,PR,TPT-01767,53.76086,-2.69782,,,,
North East England,INDEPENDENT,TPT,NE6 2JW,NE6,NE,TPT-01768,54.9751,-1.581081,,,,
Scotland,INDEPENDENT,TPT,KA1 1QS,KA1,KA,TPT-01769,55.60593,-4.497497,,,,
West Midlands,INDEPENDENT,TPT,B23 6EN,B23,B,TPT-01770,52.52328,-1.846882,,,,
North East England,INDEPENDENT,TPT,DH3 2DQ,DH3,DH,TPT-01771,54.88234,-1.571413,,,,
North East England,INDEPENDENT,TPT,DL14 7EG,DL14,DL,TPT-01772,54.66447,-1.675146,,,,
London,INDEPENDENT,TPT,W4 3RE,W4,W,TPT-01773,51.48644,-0.2804241,,,,
Scotland,INDEPENDENT,TPT,DD3 7QA,DD3,DD,TPT-01774,56.472,-2.964215,,,,
South East England,INDEPENDENT,TPT,TW18 1PJ,TW18,TW,TPT-01775,51.42468,-0.482663,,,,
North West England,INDEPENDENT,TPT,OL6 7SN,OL6,OL,TPT-01776,53.48711,-2.100889,,,,
London,INDEPENDENT,TPT,NW9 6AG,NW9,NW,TPT-01777,51.57839,-0.2401101,,,,
South East England,INDEPENDENT,TPT,GU11 1JW,GU11,GU,TPT-01778,51.24838,-0.7642918,,,,
East Midlands,INDEPENDENT,TPT,LE5 2GA,LE5,LE,TPT-01779,52.63354,-1.06109,,,,
London,INDEPENDENT,TPT,NW7 3TG,NW7,NW,TPT-01780,51.6157,-0.2455572,,,,
London,INDEPENDENT,TPT,SE1 7AU,SE1,SE,TPT-01781,51.50048,-0.1106895,,,,
South East England,INDEPENDENT,TPT,RH15 9TD,RH15,RH,TPT-01782,50.96,-0.1490018,,,,
South East England,INDEPENDENT,TPT,HP15 6DB,HP15,HP,TPT-01783,51.66408,-0.7169564,,,,
Northern Ireland,INDEPENDENT,TPT,BT40 1HD,BT40,BT,TPT-01784,54.85815,-5.812724,,,,
East Midlands,INDEPENDENT,TPT,LE8 6LP,LE8,LE,TPT-01785,52.57272,-1.180183,,,,
South West England,INDEPENDENT,TPT,BH4 9DW,BH4,BH,TPT-01786,50.72264,-1.900173,,,,
North West England,INDEPENDENT,TPT,L21 7LF,L21,L,TPT-01787,53.47104,-2.996064,,,,
South East England,INDEPENDENT,TPT,SL0 9ND,SL0,SL,TPT-01788,51.52002,-0.5055421,,,,
North West England,INDEPENDENT,TPT,M28 1DH,M28,M,TPT-01789,53.50398,-2.427684,,,,
West Midlands,INDEPENDENT,TPT,WS10 0HU,WS10,WS,TPT-01790,52.55257,-1.989751,,,,
Scotland,INDEPENDENT,TPT,HS1 2UX,HS1,HS,TPT-01791,58.21183,-6.356073,,,,
Scotland,INDEPENDENT,TPT,EH47 7HY,EH47,EH,TPT-01792,55.87481,-3.627132,,,,
Scotland,INDEPENDENT,TPT,PA1 2JB,PA1,PA,TPT-01793,55.84271,-4.425032,,,,
Scotland,USAVE,TPT,PA14 5XT,PA14,PA,TPT-01794,55.92569,-4.679405,,,,
South West England,INDEPENDENT,TPT,SP1 2DA,SP1,SP,TPT-01795,51.06814,-1.794123,,,,
East Midlands,INDEPENDENT,TPT,LE67 3EP,LE67,LE,TPT-01796,52.72399,-1.369805,,,,
London,INDEPENDENT,TPT,W3 6PA,W3,W,TPT-01797,51.51366,-0.2694407,,,,
South East England,INDEPENDENT,TPT,GU32 3NF,GU32,GU,TPT-01798,50.99989,-0.9442565,,,,
Scotland,INDEPENDENT,TPT,G14 0HT,G14,G,TPT-01799,55.88438,-4.369104,,,,
North West England,INDEPENDENT,TPT,M18 8RP,M18,M,TPT-01800,53.46684,-2.158368,,,,
South East England,INDEPENDENT,TPT,GU7 3BA,GU7,GU,TPT-01801,51.19597,-0.6045129,,,,
London,INDEPENDENT,TPT,TW7 6AA,TW7,TW,TPT-01802,51.47132,-0.3286377,,,,
London,INDEPENDENT,TPT,SM6 9AY,SM6,SM,TPT-01803,51.35895,-0.1434789,,,,
London,INDEPENDENT,TPT,NW9 0NH,NW9,NW,TPT-01804,51.58828,-0.2633588,,,,
North West England,INDEPENDENT,TPT,CW1 4BS,CW1,CW,TPT-01805,53.1034,-2.439709,,,,
West Midlands,INDEPENDENT,TPT,CV12 8HA,CV12,CV,TPT-01806,52.48475,-1.481227,,,,
South East England,INDEPENDENT,TPT,HP5 1PE,HP5,HP,TPT-01807,51.70119,-0.6098214,,,,
North East England,INDEPENDENT,TPT,NE63 0HA,NE63,NE,TPT-01808,55.17866,-1.566451,,,,
West Midlands,INDEPENDENT,TPT,DY8 3NY,DY8,DY,TPT-01809,52.46029,-2.163365,,,,
South East England,INDEPENDENT,TPT,ME7 1DD,ME7,ME,TPT-01810,51.388,0.5467818,,,,
South East England,INDEPENDENT,TPT,GU19 5AG,GU19,GU,TPT-01811,51.36094,-0.6939161,,,,
London,INDEPENDENT,TPT,NW8 7DE,NW8,NW,TPT-01812,51.53452,-0.1675178,,,,
London,INDEPENDENT,TPT,W2 4UJ,W2,W,TPT-01813,51.51525,-0.1916538,,,,
London,INDEPENDENT,TPT,E14 7RH,E14,E,TPT-01814,51.51588,-0.03545067,,,,
South East England,INDEPENDENT,TPT,PO31 7NZ,PO31,PO,TPT-01815,50.75781,-1.297399,,,,
North West England,INDEPENDENT,TPT,OL8 1PW,OL8,OL,TPT-01816,53.53,-2.109756,,,,
Scotland,INDEPENDENT,TPT,G78 2BD,G78,G,TPT-01817,55.79784,-4.396138,,,,
East of England,INDEPENDENT,TPT,CM14 4RG,CM14,CM,TPT-01818,51.62132,0.304729,,,,
East Midlands,INDEPENDENT,TPT,S80 4PF,S80,S,TPT-01819,53.28192,-1.213714,,,,
North East England,INDEPENDENT,TPT,NE8 4DU,NE8,NE,TPT-01820,54.95445,-1.602563,,,,
East Midlands,INDEPENDENT,TPT,LE5 3TA,LE5,LE,TPT-01821,52.64193,-1.101937,,,,
London,INDEPENDENT,TPT,N18 1AA,N18,N,TPT-01822,51.60909,-0.08603648,,,,
East Midlands,INDEPENDENT,TPT,NG33 5SA,NG33,NG,TPT-01823,52.79648,-0.6957566,,,,
East Midlands,INDEPENDENT,TPT,NG7 6NT,NG7,NG,TPT-01824,52.96887,-1.161572,,,,
London,INDEPENDENT,TPT,W11 4QR,W11,W,TPT-01825,51.50638,-0.2119338,,,,
Scotland,INDEPENDENT,TPT,PA23 7PY,PA23,PA,TPT-01826,55.95348,-4.934689,,,,
Scotland,INDEPENDENT,TPT,PH10 7NT,PH10,PH,TPT-01827,56.72393,-3.505422,,,,
Scotland,INDEPENDENT,TPT,PA1 3TS,PA1,PA,TPT-01828,55.85136,-4.402052,,,,
South East England,INDEPENDENT,TPT,SO53 2FS,SO53,SO,TPT-01829,50.98689,-1.385498,,,,
East Midlands,INDEPENDENT,TPT,DE5 3GG,DE5,DE,TPT-01830,53.05062,-1.418549,,,,
Wales,INDEPENDENT,TPT,CF5 1QF,CF5,CF,TPT-01831,51.48238,-3.203732,,,,
North East England,INDEPENDENT,TPT,NE63 9JD,NE63,NE,TPT-01832,55.18563,-1.552115,,,,
North West England,INDEPENDENT,TPT,M32 0PA,M32,M,TPT-01833,53.45395,-2.299391,,,,
London,INDEPENDENT,TPT,SW11 3BP,SW11,SW,TPT-01834,51.4722,-0.1662003,,,,
London,INDEPENDENT,TPT,N13 6BG,N13,N,TPT-01835,51.61201,-0.109182,,,,
East Midlands,INDEPENDENT,TPT,OX17 3LS,OX17,OX,TPT-01836,52.01568,-1.313895,,,,
North West England,INDEPENDENT,TPT,OL11 5DG,OL11,OL,TPT-01837,53.61705,-2.179595,,,,
North East England,INDEPENDENT,TPT,TS6 9RX,TS6,TS,TPT-01838,54.56582,-1.146917,,,,
London,INDEPENDENT,TPT,SE10 0LE,SE10,SE,TPT-01839,51.48615,0.016032,,,,
London,INDEPENDENT,TPT,SE7 8LE,SE7,SE,TPT-01840,51.48876,0.04014541,,,,
West Midlands,INDEPENDENT,TPT,B44 8JP,B44,B,TPT-01841,52.53697,-1.88897,,,,
North West England,INDEPENDENT,TPT,M34 7TF,M34,M,TPT-01842,53.44732,-2.104302,,,,
North West England,INDEPENDENT,TPT,L13 2AD,L13,L,TPT-01843,53.41332,-2.922047,,,,
Wales,INDEPENDENT,TPT,LL16 4AA,LL16,LL,TPT-01844,53.18277,-3.397125,,,,
Scotland,INDEPENDENT,TPT,DD3 7AQ,DD3,DD,TPT-01845,56.47045,-2.975635,,,,
London,INDEPENDENT,TPT,UB7 7TU,UB7,UB,TPT-01846,51.49798,-0.4723643,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD13 4DN,BD13,BD,TPT-01847,53.79997,-1.90026,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,BD7 3PF,BD7,BD,TPT-01848,53.7774,-1.786065,,,,
Scotland,INDEPENDENT,TPT,G81 4DT,G81,G,TPT-01849,55.90758,-4.422153,,,,
London,INDEPENDENT,TPT,TW3 2NP,TW3,TW,TPT-01850,51.46406,-0.3551037,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS15 8BQ,LS15,LS,TPT-01851,53.81129,-1.448247,,,,
Wales,INDEPENDENT,TPT,SA13 1LP,SA13,SA,TPT-01852,51.58425,-3.768955,,,,
North East England,INDEPENDENT,TPT,NE4 5DZ,NE4,NE,TPT-01853,54.9766,-1.630654,,,,
North West England,INDEPENDENT,TPT,M24 2DP,M24,M,TPT-01854,53.55056,-2.184701,,,,
South East England,INDEPENDENT,TPT,GU12 4LP,GU12,GU,TPT-01855,51.24671,-0.7551382,,,,
Scotland,INDEPENDENT,TPT,FK1 4PF,FK1,FK,TPT-01856,56.00114,-3.814823,,,,
East Midlands,INDEPENDENT,TPT,DE21 6DX,DE21,DE,TPT-01857,52.93095,-1.454756,,,,
South East England,INDEPENDENT,TPT,ME7 4EY,ME7,ME,TPT-01858,51.38452,0.5542498,,,,
North East England,INDEPENDENT,TPT,NE28 7RP,NE28,NE,TPT-01859,54.99177,-1.52794,,,,
London,INDEPENDENT,TPT,UB5 5SE,UB5,UB,TPT-01860,51.54895,-0.3800247,,,,
Wales,INDEPENDENT,TPT,NP22 5JB,NP22,NP,TPT-01861,51.75522,-3.280691,,,,
Scotland,INDEPENDENT,TPT,PA1 2JY,PA1,PA,TPT-01862,55.84217,-4.430813,,,,
South East England,SPAR,TPT,CT19 5NU,CT19,CT,TPT-01863,51.08879,1.180084,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,HU12 8UA,HU12,HU,TPT-01864,53.75736,-0.2003556,,,,
London,INDEPENDENT,TPT,IG11 8TB,IG11,IG,TPT-01865,51.5417,0.08446449,,,,
Northern Ireland,INDEPENDENT,TPT,BT23 8XR,BT23,BT,TPT-01866,54.59253,-5.66622,,,,
East Midlands,INDEPENDENT,TPT,PE21 6LG,PE21,PE,TPT-01867,52.98067,-0.02722144,,,,
North West England,INDEPENDENT,TPT,M34 5WN,M34,M,TPT-01868,53.47365,-2.123636,,,,
London,INDEPENDENT,TPT,TW13 4HJ,TW13,TW,TPT-01869,51.43987,-0.4157859,,,,
South East England,INDEPENDENT,TPT,DA12 2RF,DA12,DA,TPT-01870,51.44146,0.3745208,,,,
Wales,INDEPENDENT,TPT,NP11 7JJ,NP11,NP,TPT-01871,51.62529,-3.186029,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,DN8 4SU,DN8,DN,TPT-01872,53.62979,-0.9515826,,,,
London,INDEPENDENT,TPT,SW11 2JD,SW11,SW,TPT-01873,51.47093,-0.166971,,,,
Scotland,INDEPENDENT,TPT,PH2 7QP,PH2,PH,TPT-01874,56.39122,-3.21623,,,,
London,INDEPENDENT,TPT,SW9 9NX,SW9,SW,TPT-01875,51.46599,-0.1244097,,,,
West Midlands,INDEPENDENT,TPT,B21 0RE,B21,B,TPT-01876,52.50052,-1.938219,,,,
North West England,INDEPENDENT,TPT,CH45 8NY,CH45,CH,TPT-01877,53.42255,-3.067975,,,,
Scotland,INDEPENDENT,TPT,G69 6AE,G69,G,TPT-01878,55.85048,-4.10947,,,,
Wales,INDEPENDENT,TPT,LL31 9EG,LL31,LL,TPT-01879,53.28388,-3.803939,,,,
West Midlands,INDEPENDENT,TPT,TF5 0AY,TF5,TF,TPT-01880,52.71285,-2.545294,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,LS13 2PU,LS13,LS,TPT-01881,53.81166,-1.623013,,,,
West Midlands,INDEPENDENT,TPT,WS11 0BN,WS11,WS,TPT-01882,52.67358,-2.027258,,,,
South East England,INDEPENDENT,TPT,RG30 1HA,RG30,RG,TPT-01883,51.45657,-0.9957621,,,,
Scotland,INDEPENDENT,TPT,KA18 3PA,KA18,KA,TPT-01884,55.51749,-4.080034,,,,
Scotland,INDEPENDENT,TPT,KY1 3EW,KY1,KY,TPT-01885,56.13304,-3.13867,,,,
Northern Ireland,INDEPENDENT,TPT,BT82 9DQ,BT82,BT,TPT-01886,54.8214,-7.474601,,,,
London,INDEPENDENT,TPT,SW1V 2SD,SW1V,SW,TPT-01887,51.48969,-0.1311435,,,,
London,INDEPENDENT,TPT,W10 5NR,W10,W,TPT-01888,51.52234,-0.2074745,,,,
London,INDEPENDENT,TPT,UB7 8EZ,UB7,UB,TPT-01889,51.51378,-0.469991,,,,
North East England,INDEPENDENT,TPT,TS26 9DA,TS26,TS,TPT-01890,54.68307,-1.216462,,,,
Scotland,INDEPENDENT,TPT,DD4 6PR,DD4,DD,TPT-01891,56.47118,-2.956841,,,,
East Midlands,INDEPENDENT,TPT,NG10 4HR,NG10,NG,TPT-01892,52.90654,-1.282201,,,,
Wales,INDEPENDENT,TPT,LL64 5UQ,LL64,LL,TPT-01893,53.22802,-4.520493,,,,
South East England,INDEPENDENT,TPT,PO4 8DY,PO4,PO,TPT-01894,50.79103,-1.054764,,,,
South West England,INDEPENDENT,TPT,BS5 6BX,BS5,BS,TPT-01895,51.46617,-2.561263,,,,
South East England,INDEPENDENT,TPT,RG22 6TS,RG22,RG,TPT-01896,51.25969,-1.120913,,,,
North East England,INDEPENDENT,TPT,TS1 4JS,TS1,TS,TPT-01897,54.56821,-1.244681,,,,
North West England,INDEPENDENT,TPT,BB4 8NE,BB4,BB,TPT-01898,53.72362,-2.287892,,,,
South East England,INDEPENDENT,TPT,HP14 3RJ,HP14,HP,TPT-01899,51.65849,-0.8980734,,,,
Scotland,INDEPENDENT,TPT,G5 9EQ,G5,G,TPT-01900,55.8528,-4.25823,,,,
Scotland,INDEPENDENT,TPT,EH24 9BE,EH24,EH,TPT-01901,55.85356,-3.135817,,,,
South East England,INDEPENDENT,TPT,PO9 3AH,PO9,PO,TPT-01902,50.86104,-0.9937438,,,,
East of England,INDEPENDENT,TPT,WD24 6PT,WD24,WD,TPT-01903,51.67842,-0.3969311,,,,
West Midlands,NEWS AND BOOZE,TPT,ST5 8HX,ST5,ST,TPT-01904,53.04062,-2.234682,,,,
South East England,INDEPENDENT,TPT,SP10 4AJ,SP10,SP,TPT-01905,51.21946,-1.497787,,,,
West Midlands,INDEPENDENT,TPT,B33 9LZ,B33,B,TPT-01906,52.48831,-1.794104,,,,
London,INDEPENDENT,TPT,E13 9PJ,E13,E,TPT-01907,51.52999,0.03678331,,,,
West Midlands,INDEPENDENT,TPT,CV31 3EA,CV31,CV,TPT-01908,52.28054,-1.534184,,,,
Northern Ireland,INDEPENDENT,TPT,BT9 5FH,BT9,BT,TPT-01909,54.57302,-5.93129,,,,
West Midlands,INDEPENDENT,TPT,B13 0HD,B13,B,TPT-01910,52.42378,-1.863328,,,,
South East England,INDEPENDENT,TPT,BN3 3YF,BN3,BN,TPT-01911,50.83091,-0.1730285,,,,
North East England,INDEPENDENT,TPT,NE15 7AS,NE15,NE,TPT-01912,54.97926,-1.686361,,,,
West Midlands,INDEPENDENT,TPT,WV13 2EE,WV13,WV,TPT-01913,52.58603,-2.040752,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,WF4 1DA,WF4,WF,TPT-01914,53.66822,-1.412339,,,,
North East England,INDEPENDENT,TPT,TS10 1PP,TS10,TS,TPT-01915,54.60953,-1.082214,,,,
North West England,INDEPENDENT,TPT,BB1 2HN,BB1,BB,TPT-01916,53.74464,-2.447684,,,,
East Midlands,INDEPENDENT,TPT,NG10 2BB,NG10,NG,TPT-01917,52.9035,-1.264038,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,S5 7TP,S5,S,TPT-01918,53.42583,-1.457899,,,,
East Midlands,INDEPENDENT,TPT,LE9 1RE,LE9,LE,TPT-01919,52.54839,-1.197198,,,,
Scotland,INDEPENDENT,TPT,EH21 7AB,EH21,EH,TPT-01920,55.94335,-3.048414,,,,
South East England,INDEPENDENT,TPT,SL5 0BH,SL5,SL,TPT-01921,51.39652,-0.6410258,,,,
Scotland,USAVE,TPT,PA15 4AB,PA15,PA,TPT-01922,55.94468,-4.755726,,,,
Yorkshire and the Humber,INDEPENDENT,TPT,DN32 8AR,DN32,DN,TPT-01923,53.56312,-0.05663169,,,,
London,INDEPENDENT,TPT,HA4 9AB,HA4,HA,TPT-01924,51.5727,-0.4123416,,,,
Scotland,INDEPENDENT,TPT,G52 1DP,G52,G,TPT-01925,55.84795,-4.322858,,,,
North West England,INDEPENDENT,TPT,CH4 8BJ,CH4,CH,TPT-01926,53.17994,-2.916614,,,,
Northern Ireland,INDEPENDENT,TPT,BT11 9BZ,BT11,BT,TPT-01927,54.57307,-5.990459,,,,
Wales,INDEPENDENT,TPT,LL13 8NL,LL13,LL,TPT-01928,53.04073,-2.987248,,,,
North East England,INDEPENDENT,TPT,DL5 5DH,DL5,DL,TPT-01929,54.61589,-1.564337,,,,
